Source,Target,Type,Id,Label,timeset,Weight
UCeR8BYZS7IHYjk_9Mh5JgkA,UCMFcMhePnH4onVHt2-ItPZw,Directed,442,,,1
UC7myUXybJN3i_gLdSBlD_3g,UCgkhWgBGRp0sdFy2MHDWfSg,Directed,443,,,1
UC7myUXybJN3i_gLdSBlD_3g,UC4PasDd25MXqlXBogBw9CAg,Directed,444,,,1
UC7myUXybJN3i_gLdSBlD_3g,UCtqICqGbPSbTN09K1_7VZ3Q,Directed,445,,,1
UC7myUXybJN3i_gLdSBlD_3g,UCcziTK2NKeWtWQ6kB5tmQ8Q,Directed,446,,,1
UC2_OG1L8DLTzQ7UrZVOk7OA,UCtqICqGbPSbTN09K1_7VZ3Q,Directed,447,,,1
UC2_OG1L8DLTzQ7UrZVOk7OA,UC4PasDd25MXqlXBogBw9CAg,Directed,448,,,1
UC2_OG1L8DLTzQ7UrZVOk7OA,UCaNlbnghtwlsGF-KzAFThqA,Directed,449,,,1
UC2_OG1L8DLTzQ7UrZVOk7OA,UCMFcMhePnH4onVHt2-ItPZw,Directed,450,,,1
UC2_OG1L8DLTzQ7UrZVOk7OA,UCofQxJWd4qkqc7ZgaLkZfcw,Directed,451,,,1
UC2_OG1L8DLTzQ7UrZVOk7OA,UCq-8pBMM3I40QlrhM9ExXJQ,Directed,452,,,1
UCtqICqGbPSbTN09K1_7VZ3Q,UCeR8BYZS7IHYjk_9Mh5JgkA,Directed,453,,,1
UCfY6ovyFMaw30NRs-KrxrWw,UCD_VizaraVT9yDy1egNlWCQ,Directed,454,,,1
UCfY6ovyFMaw30NRs-KrxrWw,UC0NCbj8CxzeCGIF6sODJ-7A,Directed,455,,,1
UCfqLgK5ajTbqY61mtNV_Agg,UC0NCbj8CxzeCGIF6sODJ-7A,Directed,456,,,1
UCfqLgK5ajTbqY61mtNV_Agg,UCoxcjq-8xIDTYp3uz647V5A,Directed,457,,,1
UCNHFiyWgsnaSOsMtSoV_Q1A,UCqA8H22FwgBVcF3GJpp0MQw,Directed,458,,,1
UCNHFiyWgsnaSOsMtSoV_Q1A,UC0NCbj8CxzeCGIF6sODJ-7A,Directed,459,,,1
UCqA8H22FwgBVcF3GJpp0MQw,UCNHFiyWgsnaSOsMtSoV_Q1A,Directed,460,,,1
UCqA8H22FwgBVcF3GJpp0MQw,UC0NCbj8CxzeCGIF6sODJ-7A,Directed,461,,,1
UCqA8H22FwgBVcF3GJpp0MQw,UCaNlbnghtwlsGF-KzAFThqA,Directed,462,,,1
UCqA8H22FwgBVcF3GJpp0MQw,UCeR8BYZS7IHYjk_9Mh5JgkA,Directed,463,,,1
UCqA8H22FwgBVcF3GJpp0MQw,UCtqICqGbPSbTN09K1_7VZ3Q,Directed,464,,,1
UCqA8H22FwgBVcF3GJpp0MQw,UC4PasDd25MXqlXBogBw9CAg,Directed,465,,,1
UCMFcMhePnH4onVHt2-ItPZw,UCq-8pBMM3I40QlrhM9ExXJQ,Directed,466,,,1
UCq-8pBMM3I40QlrhM9ExXJQ,UCtqICqGbPSbTN09K1_7VZ3Q,Directed,467,,,1
UCiw_8x43hludK0PhuN9AJGg,UCq-8pBMM3I40QlrhM9ExXJQ,Directed,468,,,1
UCiw_8x43hludK0PhuN9AJGg,UChniS87UUJztHrznBFuxx-Q,Directed,469,,,1
UCiw_8x43hludK0PhuN9AJGg,UC0NCbj8CxzeCGIF6sODJ-7A,Directed,470,,,1
UCiw_8x43hludK0PhuN9AJGg,UCjYuVL-F6Ce3rx_z83cXUmw,Directed,471,,,1
UCjYuVL-F6Ce3rx_z83cXUmw,UCaNlbnghtwlsGF-KzAFThqA,Directed,472,,,1
UCjYuVL-F6Ce3rx_z83cXUmw,UCtqICqGbPSbTN09K1_7VZ3Q,Directed,473,,,1
UCjYuVL-F6Ce3rx_z83cXUmw,UCeR8BYZS7IHYjk_9Mh5JgkA,Directed,474,,,1
UCjYuVL-F6Ce3rx_z83cXUmw,UCMFcMhePnH4onVHt2-ItPZw,Directed,475,,,1
UCjYuVL-F6Ce3rx_z83cXUmw,UCWty1tzwZW_ZNSp5GVGteaA,Directed,476,,,1
UCjYuVL-F6Ce3rx_z83cXUmw,UCiw_8x43hludK0PhuN9AJGg,Directed,477,,,1
UCT7LdcYQ2Dsu3OJ1JLqfhgg,UCxNQrMa0OCiYFQSFg9We5Og,Directed,478,,,1
UCT7LdcYQ2Dsu3OJ1JLqfhgg,UCDjXdK_Jg_0OqRlRhKiZ_Rw,Directed,479,,,1
UCxNQrMa0OCiYFQSFg9We5Og,UCDjXdK_Jg_0OqRlRhKiZ_Rw,Directed,480,,,1
UCxNQrMa0OCiYFQSFg9We5Og,UCT7LdcYQ2Dsu3OJ1JLqfhgg,Directed,481,,,1
