Source,Target,Type,Id,Label,timeset,Weight
UCfxwT02Bu5R7l21uMAu8H1w,UCZYTClx2T1of7BRZ86-8fow,Directed,535,,,1
UCUH5ohh8u9IaUCHrIOG9fCw,UCWnfDPdZw6A23UtuBpYBbAg,Directed,536,,,1
UCQfrSok6xuClEq8bOwiEWfA,UCWnfDPdZw6A23UtuBpYBbAg,Directed,537,,,1
UCQfrSok6xuClEq8bOwiEWfA,UCah8C0gmLkdtvsy0b2jrjrw,Directed,538,,,1
UCCS19sCFu5ThBTO4Fgj-pCg,UCWnfDPdZw6A23UtuBpYBbAg,Directed,539,,,1
UCT3QJYq8SR1RuaTCBiC4Esg,UCWnfDPdZw6A23UtuBpYBbAg,Directed,540,,,1
UCHnyfMqiRRG1u-2MsSQLbXA,UC6107grRI4m0o2-emgoDnAA,Directed,541,,,1
UCHnyfMqiRRG1u-2MsSQLbXA,UC6nSFpj9HTCZ5t-N3Rm3-HA,Directed,542,,,1
UCHnyfMqiRRG1u-2MsSQLbXA,UCZYTClx2T1of7BRZ86-8fow,Directed,543,,,1
UCcziTK2NKeWtWQ6kB5tmQ8Q,UCHnyfMqiRRG1u-2MsSQLbXA,Directed,544,,,1
UCcziTK2NKeWtWQ6kB5tmQ8Q,UC7DdEm33SyaTDtWYGO2CwdA,Directed,545,,,1
UCcziTK2NKeWtWQ6kB5tmQ8Q,UCWnfDPdZw6A23UtuBpYBbAg,Directed,546,,,1
UCcziTK2NKeWtWQ6kB5tmQ8Q,UCvGag7MyHR8H9oRm9iL9Ifw,Directed,547,,,1
UCcziTK2NKeWtWQ6kB5tmQ8Q,UC6nSFpj9HTCZ5t-N3Rm3-HA,Directed,548,,,1
UCcziTK2NKeWtWQ6kB5tmQ8Q,UCZYTClx2T1of7BRZ86-8fow,Directed,549,,,1
UCcziTK2NKeWtWQ6kB5tmQ8Q,UC6107grRI4m0o2-emgoDnAA,Directed,550,,,1
UC4ifYvfu2in5TT6V0thbOVg,UCWnfDPdZw6A23UtuBpYBbAg,Directed,551,,,1
UCGgvKW19IWVvUUblrr8EgHA,UCvGag7MyHR8H9oRm9iL9Ifw,Directed,552,,,1
UCGgvKW19IWVvUUblrr8EgHA,UCWfv8TebnmsPILgo-IUnjLw,Directed,553,,,1
UCWfv8TebnmsPILgo-IUnjLw,UCvGag7MyHR8H9oRm9iL9Ifw,Directed,554,,,1
UCWfv8TebnmsPILgo-IUnjLw,UCGgvKW19IWVvUUblrr8EgHA,Directed,555,,,1
UCUp1C8zSGdlBEsMIOzGD7PA,UCvGag7MyHR8H9oRm9iL9Ifw,Directed,556,,,1
UC6107grRI4m0o2-emgoDnAA,UCHnyfMqiRRG1u-2MsSQLbXA,Directed,557,,,1
UC6107grRI4m0o2-emgoDnAA,UC6nSFpj9HTCZ5t-N3Rm3-HA,Directed,558,,,1
UC6nSFpj9HTCZ5t-N3Rm3-HA,UC6107grRI4m0o2-emgoDnAA,Directed,559,,,1
UC6nSFpj9HTCZ5t-N3Rm3-HA,UCHnyfMqiRRG1u-2MsSQLbXA,Directed,560,,,1
UC7DdEm33SyaTDtWYGO2CwdA,UCHnyfMqiRRG1u-2MsSQLbXA,Directed,561,,,1
UCiw_8x43hludK0PhuN9AJGg,UC9HapjjoLqdDNwKEWQRaiyA,Directed,562,,,1
UCiw_8x43hludK0PhuN9AJGg,UCjsHDXUU3BjBCG7OaCbNDyQ,Directed,563,,,1
UCiw_8x43hludK0PhuN9AJGg,UCdL3UpiseRlvxXuORJjmqZw,Directed,564,,,1
UC9HapjjoLqdDNwKEWQRaiyA,UCfxwT02Bu5R7l21uMAu8H1w,Directed,565,,,1
UC9HapjjoLqdDNwKEWQRaiyA,UCFyTyQRqIj9pcpu7Xsu-U4w,Directed,566,,,1
UC9HapjjoLqdDNwKEWQRaiyA,UCjsHDXUU3BjBCG7OaCbNDyQ,Directed,567,,,1
UCU0FhLr6fr7U9GOn6OiQHpQ,UC5X4e8ScZI2AFd_vkjSoyoQ,Directed,568,,,1
UCU0FhLr6fr7U9GOn6OiQHpQ,UCdL3UpiseRlvxXuORJjmqZw,Directed,569,,,1
UCS_7tplUgzJG4DhA16re5Yg,UCjsHDXUU3BjBCG7OaCbNDyQ,Directed,570,,,1
UCS_7tplUgzJG4DhA16re5Yg,UCtqICqGbPSbTN09K1_7VZ3Q,Directed,571,,,1
UCS_7tplUgzJG4DhA16re5Yg,UC5X4e8ScZI2AFd_vkjSoyoQ,Directed,572,,,1
UCnwxW51vRRDr6Gc6TKufc1Q,UCEdtOcwxGX9viDs4G9AAHeg,Directed,573,,,1
UCnwxW51vRRDr6Gc6TKufc1Q,UCYJJ4j9s2K6X203oJGUx8dQ,Directed,574,,,1
UCy-jPoYFmALm1CDCLDe3o_g,UCYJJ4j9s2K6X203oJGUx8dQ,Directed,575,,,1
UCYJJ4j9s2K6X203oJGUx8dQ,UCEdtOcwxGX9viDs4G9AAHeg,Directed,576,,,1
UCYJJ4j9s2K6X203oJGUx8dQ,UCnwxW51vRRDr6Gc6TKufc1Q,Directed,577,,,1
UCYJJ4j9s2K6X203oJGUx8dQ,UCy-jPoYFmALm1CDCLDe3o_g,Directed,578,,,1
UCoRReVQsekQ-tOwUo-lCOpA,UCDC6DBi0kRp6Jk21xqfvFLA,Directed,579,,,1
UCLiD9QY7eJ-W2h2SrV6crHA,UCDC6DBi0kRp6Jk21xqfvFLA,Directed,580,,,1
UCNoxAXlWfTFz6G1sEbk82bA,UCTrnSIUWCSFrDbUo1W_YYPQ,Directed,581,,,1
UCNoxAXlWfTFz6G1sEbk82bA,UCdL3UpiseRlvxXuORJjmqZw,Directed,582,,,1
UCTrnSIUWCSFrDbUo1W_YYPQ,UCdL3UpiseRlvxXuORJjmqZw,Directed,583,,,1
UC23Cev2t8Oxw9p14Xpelcrw,UCdL3UpiseRlvxXuORJjmqZw,Directed,584,,,1
UC9JQQll_r5k1O_Y18ymTp4g,UCaNlbnghtwlsGF-KzAFThqA,Directed,585,,,1
UCFyTyQRqIj9pcpu7Xsu-U4w,UCjsHDXUU3BjBCG7OaCbNDyQ,Directed,586,,,1
UCFyTyQRqIj9pcpu7Xsu-U4w,UC9JQQll_r5k1O_Y18ymTp4g,Directed,587,,,1
UCfO4BQD5_S1272GVmuXmTxA,UCtqICqGbPSbTN09K1_7VZ3Q,Directed,588,,,1
UCfO4BQD5_S1272GVmuXmTxA,UCfxwT02Bu5R7l21uMAu8H1w,Directed,589,,,1
UCquTRi6GSF0yxP4fmDH-VGA,UCS_7tplUgzJG4DhA16re5Yg,Directed,590,,,1
UCgYj7yeVBkgv0ZLhqIEKf0Q,UCfxwT02Bu5R7l21uMAu8H1w,Directed,591,,,1
UCZYTClx2T1of7BRZ86-8fow,UCHnyfMqiRRG1u-2MsSQLbXA,Directed,592,,,1
UCZYTClx2T1of7BRZ86-8fow,UC6107grRI4m0o2-emgoDnAA,Directed,593,,,1
UCZYTClx2T1of7BRZ86-8fow,UC6nSFpj9HTCZ5t-N3Rm3-HA,Directed,594,,,1
