;idx;category;name;url;keywords;desc;desc_rapport;url_corrected;url_final;ydt_id;Label;timeset;isseed;seedrank;subscribercount;videocount;viewcount(100s);country;publishedat;daysactive
144;99;Philosophie et esprit critique;Sciencia Huasca;https://www.youtube.com/channel/UCNMns3zbytLPooWwNmMh9_w/featured;Philosophie des Sciences-Physique-Sciences Cognitives;« Sciencia Huasca – Relier nos hémisphères»;;;https://www.youtube.com/channel/UCNMns3zbytLPooWwNmMh9_w/featured;UCNMns3zbytLPooWwNmMh9_w;Sciencia Huasca;;yes;218;4139;6;373;not set;2016-09-25T16:02:25.000Z;1114
145;97;Philosophie et esprit critique;Penseur sauvage;https://www.youtube.com/channel/UCPkoA795xDha5eAUFjISlwA;Philosophie du vivant-animaux-un peu de politique;« Philosophie, politique, animaux et vannes grasses. »;;;https://www.youtube.com/channel/UCPkoA795xDha5eAUFjISlwA;UCPkoA795xDha5eAUFjISlwA;Penseur Sauvage;;yes;211;13225;76;7618;FR;2014-02-01T10:37:45.000Z;2081
146;108;Mathématiques;El Jj;https://www.youtube.com/channel/UCgkhWgBGRp0sdFy2MHDWfSg;Mathématiques-théorie;;Chaîne assez poussée, plutôt pour lycéen, voire section S (spé math, même !);;https://www.youtube.com/channel/UCgkhWgBGRp0sdFy2MHDWfSg;UCgkhWgBGRp0sdFy2MHDWfSg;El Jj;;yes;172;60582;33;29871;not set;2013-09-24T08:47:17.000Z;2211
147;350;Youtube dans le primaire;Billes de sciences;https://www.youtube.com/channel/UCy1BMhZGRdFiOde2DqeQE0w;Sciences-mathématiques-Physique-Chimie-Biologie-esprit scientifique-méthode scientifique;"« Approcher un sujet scientifique par des expériences originales et stimulantes, s'armer de quelques billes scientifiques sur ce thème puis accéder directement à des activités pour la classe ? C'est le principe de ""Billes de Sciences"" !»";;;https://www.youtube.com/channel/UCy1BMhZGRdFiOde2DqeQE0w;UCy1BMhZGRdFiOde2DqeQE0w;Billes de sciences;;yes;313;8040;19;987;FR;2018-09-14T13:30:07.000Z;395
148;352;Youtube dans le primaire;Les Patates Douces;https://www.youtube.com/channel/UC3UpbnP2MYoikPoAl7FOpjg;Science;« Chaine de vulgarisation scientifique pour les enfants. Même si on est une patate en sciences, il suffit d'y aller doucement ! :) »;;;https://www.youtube.com/channel/UC3UpbnP2MYoikPoAl7FOpjg;UC3UpbnP2MYoikPoAl7FOpjg;Les Patates Douces;;yes;309;413;3;43;FR;2016-03-27T18:21:23.000Z;1296
149;353;Youtube dans le primaire;Les petits aventuriers;https://www.youtube.com/channel/UCd9w5q5LXZhNxN2RC0IvO2A;Histoire-Géographie-Culture générale;« Découvrir le monde en vidéo pour les enfants (et les grands enfants).»;;;https://www.youtube.com/channel/UCd9w5q5LXZhNxN2RC0IvO2A;UCd9w5q5LXZhNxN2RC0IvO2A;Les petits aventuriers;;yes;310;4284;55;1078;FR;2015-11-20T01:39:45.000Z;1424
150;351;Youtube dans le primaire;Le cabinet de Kilin et Kaba;https://www.youtube.com/channel/UCNwqv0VM-RMyiwmp3L0pqUQ;Animaux;« Deux sœurs suisses (et un peu asiates aussi) parlent d'animaux, mais pas que !»;;;https://www.youtube.com/channel/UCNwqv0VM-RMyiwmp3L0pqUQ;UCNwqv0VM-RMyiwmp3L0pqUQ;Le cabinet de Kilin et Kaba;;yes;311;1678;42;1357;CH;2015-08-04T21:16:14.000Z;1532
151;346;Méthodologie;Jean’apprends;https://www.youtube.com/channel/UCsdFPuHze41jb2D4PEETk6Q;Chaîne par des collégiens;;Un bon exemple de ce que peut faire une classe de collège sur Youtube :;;https://www.youtube.com/channel/UCsdFPuHze41jb2D4PEETk6Q;UCsdFPuHze41jb2D4PEETk6Q;Jean apprends;;yes;201;153;64;54;not set;2018-02-08T08:47:35.000Z;613
152;349;Youtube dans le primaire;C'est pas sorcier;https://www.youtube.com/channel/UCENv8pH4LkzvuSV_qHIcslg;Culture scientifique-Culture générale;« C'est pas sorcier, la chaîne officielle.»;;;https://www.youtube.com/channel/UCENv8pH4LkzvuSV_qHIcslg;UCENv8pH4LkzvuSV_qHIcslg;C est pas sorcier;;yes;316;770697;1711;2607636;not set;2012-10-31T08:00:30.000Z;2539
153;293;Youtube dans le primaire;C'est pas sorcier;https://www.youtube.com/channel/UCENv8pH4LkzvuSV_qHIcslg;Culture scientifique-Culture générale;« C'est pas sorcier, la chaîne officielle.»;;;https://www.youtube.com/channel/UCENv8pH4LkzvuSV_qHIcslg;UCENv8pH4LkzvuSV_qHIcslg;C est pas sorcier;;yes;316;770697;1711;2607636;not set;2012-10-31T08:00:30.000Z;2539
154;279;Audio-visuel, cinéma et jeu vidéo;Vidéodrome;https://www.youtube.com/channel/UCVcECecc_kaV9PeZVfm6TiA;Cinéma-Sciences sociales;« Passionnée de cinéma (principalement de films de genre) et de sciences sociales, je partage quelques vidéos que j'ai réalisé autour de thèmes qui me tiennent à cœur. Je n'ai ni l'envie, ni la prétention de faire de la critique, c'est plutôt l'idée d'analyser des sujets sociaux ou culturels, que l'on trouve au cinéma, qui me semble intéressante. – Sam Cockeye »;;;https://www.youtube.com/channel/UCVcECecc_kaV9PeZVfm6TiA;UCVcECecc_kaV9PeZVfm6TiA;VIDEODROME;;yes;19;2281;21;344;not set;2017-06-15T23:14:00.000Z;851
155;281;Sport;L’univers de la natation;https://www.youtube.com/channel/UCHBiFS-pM_ZGp7myF9bPSQg;Natation-sports aquatiques-Histoire-biographie;« Découvrez la première chaîne vidéo consacrée à l'Univers de la Natation. Au fil des épisodes, Antoine le surveillant de baignade vous narre les différentes époques, les faits marquants et la vie des grands champions qui ont fait l'Histoire de la Natation, le tout avec une relative dérision. »;;;https://www.youtube.com/channel/UCHBiFS-pM_ZGp7myF9bPSQg;UCHBiFS-pM_ZGp7myF9bPSQg;Salut les Baigneurs !;;yes;292;10600;102;9936;FR;2015-10-26T13:22:30.000Z;1449
156;290;Culture générale;Calidoscope - les topovaures;https://www.youtube.com/channel/UCToaRM06haIUw4uxvaGQCnA;Populations étrangères-ethnies-Culture générale;« Calidoscope c’est porter son regard sur le monde. Savoir comment se structurent et s’organisent les sociétés. Chercher à comprendre l’histoire de certaines ethnies et comprendre les mythologies qui les ont façonnées.»;;;https://www.youtube.com/channel/UCToaRM06haIUw4uxvaGQCnA;UCToaRM06haIUw4uxvaGQCnA;Calidoscope - Les Topovaures;;yes;100;241170;62;162138;FR;2015-03-29T01:00:13.000Z;1660
157;295;Youtube dans le primaire;CliPeDia;https://www.youtube.com/channel/UCNwWU1hqK3q-DclufllWCfg;Maths-Physique-Chimie-Biologie-classe inversée-enseignement;« CLIPEDIA est un site gratuit d'enseignement des sciences destiné aux ados et à leurs professeurs. Les enseignements s'y font à l'aide de clips vidéo truffés d'animations, d'illustrations et d'astuces pédagogiques.»;;;https://www.youtube.com/channel/UCNwWU1hqK3q-DclufllWCfg;UCNwWU1hqK3q-DclufllWCfg;clipedia;;yes;329;36971;150;36030;not set;2014-03-10T13:31:04.000Z;2044
158;304;Youtube dans le primaire;J'm'énerve pas, j'explique;https://www.youtube.com/channel/UC1Ue7TuX3iH4y8-Qrjj-hyg;Un peu de tout, mais très abouti et pointu!;« Une chaîne pour rendre intéressantes les passions inattendues, raviver la curiosité du quotidien, et décortiquer l'actualité qui nous échappe, même en retard ! »;;;https://www.youtube.com/channel/UC1Ue7TuX3iH4y8-Qrjj-hyg;UC1Ue7TuX3iH4y8-Qrjj-hyg;J m énerve pas  j explique;;yes;343;73809;12;14680;FR;2016-11-07T20:44:57.000Z;1071
159;280;Audio-visuel, cinéma et jeu vidéo;Yohann From Outer Space;https://www.youtube.com/channel/UCw9pOgsObfIcsrZ5n-pQq_g;Films-nanar-série B-techniques Cinématographiques;« Avant, ici, ça parlait de nanar. Maintenant, ça parle de cinéma de façon plus large. Et un peu de nanar. Non parce que, quand même, zut à la fin. »;;;https://www.youtube.com/channel/UCw9pOgsObfIcsrZ5n-pQq_g;UCw9pOgsObfIcsrZ5n-pQq_g;Yohann From Outer Space;;yes;23;5109;18;1633;not set;2013-02-23T16:23:29.000Z;2424
160;301;Youtube dans le primaire;Espace des sciences;https://www.youtube.com/user/Espacedessciences;;"« Expositions, animations, planétarium, conférences, magazine Sciences Ouest : l'Espace des sciences est une association créée en 1984 à Rennes, labellisée en 2008 ""Science et culture, innovation"" par le ministère de l'Enseignement supérieur et de la Recherche. Avec 200 000 visiteurs annuels, l'Espace des sciences est le centre de culture scientifique le plus fréquenté en régions. »";;https://www.youtube.com/channel/UClDk0iyj99stPxD9NQUaVSQ;https://www.youtube.com/channel/UClDk0iyj99stPxD9NQUaVSQ;UClDk0iyj99stPxD9NQUaVSQ;Espace des sciences;;yes;331;79869;878;123400;FR;2010-08-31T14:19:30.000Z;3331
161;283;Sport;Rugby Story;https://www.youtube.com/channel/UCYXU_94g4I2_sn6ekaZHvrw;Rugby-Histoire-Culture générale;« Bienvenue sur la chaîne rugbystory. On parle rugby à XV, XIII, 7 dans des vidéos courtes animées. »;;;https://www.youtube.com/channel/UCYXU_94g4I2_sn6ekaZHvrw;UCYXU_94g4I2_sn6ekaZHvrw;Rugby Story;;yes;294;174;9;108;FR;2011-11-04T12:04:27.000Z;2901
162;288;Culture générale;Back to School;https://www.youtube.com/channel/UCWEmr0wJE6V3bgUK_dlEN2A;Histoire-Biologie-révisions lycée-culture scientifique-Culture générale;« Bienvenue sur ma chaîne Back to school !»;;;https://www.youtube.com/channel/UCWEmr0wJE6V3bgUK_dlEN2A;UCWEmr0wJE6V3bgUK_dlEN2A;Back to School Movies;;yes;99;337;7;161;not set;2017-10-08T15:35:54.000Z;736
163;297;Youtube dans le primaire;Confér’ENS;https://www.youtube.com/channel/UC_ZChHhr5nDrUymz7qsRqRw;Culture générale-conférences;;Retransmission des conférences de vidéastes au festival Vulgarizators.;;https://www.youtube.com/channel/UC_ZChHhr5nDrUymz7qsRqRw;UC_ZChHhr5nDrUymz7qsRqRw;Confér ENS;;yes;330;17102;23;15482;not set;2015-04-21T21:18:59.000Z;1637
164;157;Biologie, médecine et paléontologie;Climen;https://www.youtube.com/user/Flexouz;Pharmacologie;"« Climen est un étudiant en Pharmacie qui occupe son temps libre à vulgariser sur YouTube la santé en général mais en en mettant parfois l'accent sur l'action pharmacologique des médicaments. Vous trouverez sur sa chaîne un format standard qui aborde des questions telles que ""Pourquoi les antibiotiques c'est pas automatique ?"" ou des sujets plus vagues comme ""L'Homéopathie"". Un nouveau format présente l'histoire d'une molécule célèbre. En partant d'une découverte scientifique et en passant par les pharmaco-modulations réalisées pour obtenir un médicament. »";;https://www.youtube.com/channel/UC8MZDcFxb6FtogVEZ0Eyydg;https://www.youtube.com/channel/UC8MZDcFxb6FtogVEZ0Eyydg;UC8MZDcFxb6FtogVEZ0Eyydg;Climen;;yes;72;29163;25;8503;FR;2011-04-28T07:53:43.000Z;3091
165;180;Biologie, médecine et paléontologie;Prof SVT 71;https://www.youtube.com/channel/UCsziE76G6NjpCTTwoSEbwYQ;SVT-Biologie-baccalauréat-lycée;« Un papier et un crayon !! C'est tout ce que vous aurez le jour du bac !! Alors comment représenter en un schéma bilan sa leçon ??? Cette chaîne a pour but de vous montrer comment faire vos schémas de SVT pour vos DS ou pour le bac. Vous pouvez trouver pleins d'animations sur le net, pleins de schéma bilans mais savez-vous comment les dessiner ? par quel côté les commencer ? Un schéma ça raconte une histoire, donc pour savoir le dessiner il faut commencer par le début... »;;;https://www.youtube.com/channel/UCsziE76G6NjpCTTwoSEbwYQ;UCsziE76G6NjpCTTwoSEbwYQ;prof SVT 71;;yes;73;22930;144;26445;FR;2012-04-15T09:37:32.000Z;2738
166;165;Biologie, médecine et paléontologie;La chaîne de MOS;https://www.youtube.com/channel/UCffpNbuQxGmf06YHFZcQ-OQ/;Paléontologie;« Bienvenue sur la chaîne de MOS ! Sur cette chaîne gérée par MOS et Captain Roger vous pourrez retrouver différents contenus et émissions au contenu majoritairement axé sur la paléontologie et les sciences gravitant autour, le tout avec une petite pointe d'humour (parce qu'apparemment pour marcher sur le internet faut être drôle).»;;;https://www.youtube.com/channel/UCffpNbuQxGmf06YHFZcQ-OQ/;UCffpNbuQxGmf06YHFZcQ-OQ;la chaine de MOS;;yes;77;2076;77;902;FR;2014-08-25T12:32:55.000Z;1876
167;159;Biologie, médecine et paléontologie;Dans Ton Corps;https://www.youtube.com/channel/UCOchT7ZJ4TXe3stdLW1Sfxw;Sensibilisation à des questions de santé;« C'est quoi un anus artificiel ? Comment éviter la gueule de bois ? Pourquoi le stress donne la diarrhée ? Qui sont les pires médecins de l'histoire ?»;;;https://www.youtube.com/channel/UCOchT7ZJ4TXe3stdLW1Sfxw;UCOchT7ZJ4TXe3stdLW1Sfxw;Dans Ton Corps;;yes;76;619069;155;539458;FR;2016-04-11T15:23:07.000Z;1281
168;161;Biologie, médecine et paléontologie;Docteur Mus;https://www.youtube.com/channel/UCDubCcTgXuPYICZWaf5rY2Q;Vlog-Médecine;Etudiant en médecine qui parle de son expérience. Peu de science mais intéressant pour les élèves que le métier (et surtout les études) pourraient intéresser.»;;;https://www.youtube.com/channel/UCDubCcTgXuPYICZWaf5rY2Q;UCDubCcTgXuPYICZWaf5rY2Q;Dr Mus;;yes;83;34913;14;14654;FR;2016-01-30T23:15:41.000Z;1353
169;160;Biologie, médecine et paléontologie;Dirty Biology;https://www.youtube.com/user/dirtybiology;Biologie-monde vivant-voyage-culture scientifique;« Des vidéos de science sur des sujets mindfuck, crades, ou juste rigolos. Parfois on parle de biologie aussi. »;;https://www.youtube.com/channel/UCtqICqGbPSbTN09K1_7VZ3Q;https://www.youtube.com/channel/UCtqICqGbPSbTN09K1_7VZ3Q;UCtqICqGbPSbTN09K1_7VZ3Q;DirtyBiology;;yes;94;742089;71;426949;FR;2014-02-17T23:26:27.000Z;2065
170;163;Biologie, médecine et paléontologie;Goana;https://www.youtube.com/channel/UCI2B2YaPM6OgamrSemoZScg;Biologie-géologie-animaux-évolution;« Le monde qui nous entoure est le fruit de millions d'années d'évolution... Voyons un peu ce qu'il en est ! »;;;https://www.youtube.com/channel/UCI2B2YaPM6OgamrSemoZScg;UCI2B2YaPM6OgamrSemoZScg;Goana;;yes;74;684;11;299;FR;2016-02-11T11:23:22.000Z;1341
171;164;Biologie, médecine et paléontologie;Homo Fabulus;https://www.youtube.com/channel/UC-Dmq5q3-FIBknv1TVIR__Q;Biologie-Sciences cognitives-animaux-humains;« Biologie et sciences cognitives pour mieux comprendre le comportement humain. »;;;https://www.youtube.com/channel/UC-Dmq5q3-FIBknv1TVIR__Q;UC-Dmq5q3-FIBknv1TVIR__Q;Homo Fabulus;;yes;75;6718;11;691;not set;2017-04-21T21:51:17.000Z;906
172;179;Biologie, médecine et paléontologie;Primum non nocere;https://www.youtube.com/channel/UC9BnGZLT4iPaJtDOXYwQuHQ;Médecine;« Je suis Primum et accompagné de mon Doppelganger Doppel, on va essayer de te parler de médecine autrement:»;;;https://www.youtube.com/channel/UC9BnGZLT4iPaJtDOXYwQuHQ;UC9BnGZLT4iPaJtDOXYwQuHQ;Primum Non Nocere;;yes;81;90222;51;24569;FR;2014-08-24T11:58:17.000Z;1877
173;169;Biologie, médecine et paléontologie;L’envers de la blouse;https://www.youtube.com/channel/UCZnVzAaoJu37Tkz6YJn4EUQ;Biologie;« Bienvenue sur ma modeste chaîne de vulgarisation de la biologie !»;;;https://www.youtube.com/channel/UCZnVzAaoJu37Tkz6YJn4EUQ;UCZnVzAaoJu37Tkz6YJn4EUQ;L envers de la Blouse;;yes;89;5551;30;1311;FR;2016-03-24T14:52:58.000Z;1299
174;344;Méthodologie;Edukey;https://www.youtube.com/channel/UC6wF0stG_iXMO4mIXM9g3YQ;Sciences de l’éducation-psychologie-neuroSciences;« Parlons ensemble d'éducation ! Tout le monde est concerné, donc si tu veux que les pédagogies n'aient plus de secret pour toi, comprendre ce qui se fait dans d'autres pays et voir l'éducation dans toute sa beauté, tu es au bon endroit ! Ce sera aussi l'occasion de faire preuve d'esprit critique et de questionner et démystifier le jargon propre à l'éducation, voire de comprendre des éléments d'actualité sous l'angle des questions éducatives. »;;;https://www.youtube.com/channel/UC6wF0stG_iXMO4mIXM9g3YQ;UC6wF0stG_iXMO4mIXM9g3YQ;EduKey;;yes;206;5562;37;2205;not set;2016-10-16T22:00:47.000Z;1093
175;324;Youtube dans le primaire;Sciences en courts;https://www.youtube.com/channel/UCUY4_X-KClXAxmdbg_VCfDA;;« Depuis 2007, l'association Nicomaque, pôle des doctorants et jeunes docteurs bretons, œuvre pour la tenue de ce festival. Les doctorants réalisent un court- métrage de trois minutes sur leur sujet de thèse pour le mettre à disposition du grand public. Le but, et la difficulté, est de vulgariser son sujet de recherche sans le dénaturer. Et résumer en cinq minutes plusieurs années de recherche n'est pas chose aisée ! »;;;https://www.youtube.com/channel/UCUY4_X-KClXAxmdbg_VCfDA;UCUY4_X-KClXAxmdbg_VCfDA;Sciences en Courts;;yes;353;139;58;137;FR;2012-01-26T22:17:17.000Z;2818
176;329;Youtube dans le primaire;universcience.tv;https://www.youtube.com/user/universcienceTV/;Biologie-Astronomie-culture scientifique;« universcience.tv est la WebTV de la Cité des sciences et du Palais de la découverte. Elle propose plus de 8 nouvelles vidéos à découvrir chaque semaine et un fonds de plus de 3500 vidéos à explorer gratuitement.»;;https://www.youtube.com/channel/UC3E2DhYIqnoc6H3WXwTVnlA;https://www.youtube.com/channel/UC3E2DhYIqnoc6H3WXwTVnlA;UC3E2DhYIqnoc6H3WXwTVnlA;le blob  l’extra-média;;yes;352;47769;4089;136805;FR;2009-12-27T15:27:39.000Z;3578
177;305;Youtube dans le primaire;Kulture-moi;https://www.youtube.com/channel/UCcvjxE5lFjyYSuJ1VCUT0GQ;Biologie-Histoire;« Vous vous demandez comment va la couche d'ozone ou si les crabes ressentent la douleur ? Ou peut-être que vous êtes juste curieux, vous aimez la science et vous souhaitez apprendre de nouvelles choses.»;;;https://www.youtube.com/channel/UCcvjxE5lFjyYSuJ1VCUT0GQ;UCcvjxE5lFjyYSuJ1VCUT0GQ;Kulture-moi;;yes;355;30810;61;9467;FR;2015-01-03T11:38:45.000Z;1745
178;309;Youtube dans le primaire;L'Antisèche;https://www.youtube.com/channel/UCeOp9CWBaW2tVIBAzCobzow;Brevet-bac-révisions;;Vidéos axées révisions du brevet ou du bac, dans toutes les disciplines pratiquées à l'école. Textes écrits avec l'aide de profs du secondaire.;;https://www.youtube.com/channel/UCeOp9CWBaW2tVIBAzCobzow;UCeOp9CWBaW2tVIBAzCobzow;L Antiseche;;yes;351;358126;90;124388;FR;2017-05-26T08:33:02.000Z;871
179;335;Psychologie;Cygnification;https://www.youtube.com/user/CygnificationCNV;Science de la communication-esprit critique-zététique;« Vulgarisation scientifique de la communication : communication inter-personnelle, non-verbal, psychologie sociale... »;;https://www.youtube.com/channel/UChW-VEUq2ej-4meaGN0GjFw;https://www.youtube.com/channel/UChW-VEUq2ej-4meaGN0GjFw;UChW-VEUq2ej-4meaGN0GjFw;Cygnification;;yes;268;5440;8;622;FR;2012-02-20T21:34:24.000Z;2793
180;343;Méthodologie;Bulledop Journal;https://www.youtube.com/channel/UCTXVXFiZtj8FyPIXOwk9kWQ;Planification-bullet journal;« Ici je vais vous parler d'organisation, de bullet journal et de papeterie en général.»;;;https://www.youtube.com/channel/UCTXVXFiZtj8FyPIXOwk9kWQ;UCTXVXFiZtj8FyPIXOwk9kWQ;Bulledop Journal;;yes;207;47100;28;20602;not set;2014-01-10T21:22:18.000Z;2103
181;337;Psychologie;Le Mythologue;https://www.youtube.com/channel/UCizHq3k-LPNcNuwjmkYk_cw;Mensonge-Sciences cognitives;« Le Mythologue est la première chaîne scientifique entièrement dédiée au mensonge !»;;;https://www.youtube.com/channel/UCizHq3k-LPNcNuwjmkYk_cw;UCizHq3k-LPNcNuwjmkYk_cw;Le Mythologue;;yes;267;4045;15;563;BE;2016-10-23T09:35:02.000Z;1086
182;330;Youtube dans le primaire;universcience.tv LSF;https://www.youtube.com/user/universciencelsf;Biologie-Astronomie-culture scientifique;Vidéos scientifiques en Langue des Signes Française»;;https://www.youtube.com/channel/UCoHwgsFsY9fDhbNpQL1R3NA;https://www.youtube.com/channel/UCoHwgsFsY9fDhbNpQL1R3NA;UCoHwgsFsY9fDhbNpQL1R3NA;Universcience LSF;;yes;350;0;110;676;not set;2011-10-04T13:13:49.000Z;2932
183;341;Psychologie;Psynect;https://www.youtube.com/channel/UCwWCBw7M0kskNlv0coVP53w;Psychologie sociale;« Psynect est une chaîne de vulgarisation scientifique de psychologie notamment de psychologie sociale.»;;;https://www.youtube.com/channel/UCwWCBw7M0kskNlv0coVP53w;UCwWCBw7M0kskNlv0coVP53w;Psynect;;yes;264;16099;9;1616;FR;2015-02-06T21:59:52.000Z;1711
184;188;Biologie, médecine et paléontologie;Viens voir le docteur;https://www.youtube.com/channel/UC5j3ir6MGVp2qmKbPZP7MbA;Médecine;ViensVoirLeDocteur est une chaîne d’information médicale professionnelle visant à promouvoir l'éducation en santé. Marielle et Pierrine sont médecins de santé publique, Elisa est chef de projet en santé formé à la philosophie politique, aux sciences politiques et à l'économie.»;;;https://www.youtube.com/channel/UC5j3ir6MGVp2qmKbPZP7MbA;UC5j3ir6MGVp2qmKbPZP7MbA;Viens Voir Le Docteur;;yes;80;1190;33;317;FR;2016-12-14T15:20:03.000Z;1034
185;197;Technologie et informatique;Maths+1;https://www.youtube.com/channel/UCisEu07yH7uWOkyar38_ZQA;Mathématiques-informatique-intelligence Artificielle;« Maths+1 est une chaîne YouTube (Maths PlusUn) créée en août 2016. La chaîne propose des cours de mathématiques et de musique (solfège) en ligne ainsi que des vidéos de vulgarisation scientifique. »;;;https://www.youtube.com/channel/UCisEu07yH7uWOkyar38_ZQA;UCisEu07yH7uWOkyar38_ZQA;Maths PlusUn;;yes;302;21529;90;9604;FR;2014-08-11T10:10:36.000Z;1890
186;185;Biologie, médecine et paléontologie;Strage stuff and funky things;https://www.youtube.com/channel/UCmQylwGI9yS9HtxA8f9WMTw;Biologie;« Bienvenue sur la chaine YouTube de Strange Stuff And Funky Things : Venez trouver ici votre dose d'évènements étranges, de faits surprenants, de choses incroyables ! »;;;https://www.youtube.com/channel/UCmQylwGI9yS9HtxA8f9WMTw;UCmQylwGI9yS9HtxA8f9WMTw;Strange Stuff and Funky Things;;yes;82;13700;9;1185;not set;2015-04-11T21:38:51.000Z;1647
187;200;Technologie et informatique;Olivier Chambon;https://www.youtube.com/user/TravailleursDuWeb;Fabrication-do it yourself-Bidouille;« Le podcast vidéo français fun et débilatoire sur le DIY, le casual hacking et la bidouille en général. »;;https://www.youtube.com/channel/UCa_8QKdrQkjQR2Oo23RT1uw;https://www.youtube.com/channel/UCa_8QKdrQkjQR2Oo23RT1uw;UCa_8QKdrQkjQR2Oo23RT1uw;Olivier Chambon;;yes;301;44094;589;43334;FR;2007-11-16T14:09:12.000Z;4350
188;192;Technologie et informatique;Cookie connecté;https://www.youtube.com/channel/UC5cs06DgLFeyLIF_II7lWCQ;Informatique;« Mon défi avec cette chaîne est de vous expliquer un sujet informatique complexe en moins de 10 minutes.»;;;https://www.youtube.com/channel/UC5cs06DgLFeyLIF_II7lWCQ;UC5cs06DgLFeyLIF_II7lWCQ;Cookie connecté;;yes;300;31828;56;14655;FR;2015-07-21T11:32:59.000Z;1546
189;184;Biologie, médecine et paléontologie;Stop Science;https://www.youtube.com/user/StopScience;Paléontologie;;Paléontologues professionnels le jour, geeks la nuit, s'en donnent à cœur joie sur YouTube !;https://www.youtube.com/channel/UC5z-dw1g1G2_twr2-RAtdHQ;https://www.youtube.com/channel/UC5z-dw1g1G2_twr2-RAtdHQ;UC5z-dw1g1G2_twr2-RAtdHQ;Entracte Science;;yes;93;14362;162;16050;not set;2013-01-15T21:41:53.000Z;2463
190;199;Technologie et informatique;Monsieur Bidouille;https://www.youtube.com/channel/UCSULDz1yaHLVQWHpm4g_GHA;Informatique-technologie-impression 3D-variété-Bidouille;« Monsieur Bidouille fabrique, explique, partage !»;;;https://www.youtube.com/channel/UCSULDz1yaHLVQWHpm4g_GHA;UCSULDz1yaHLVQWHpm4g_GHA;monsieur bidouille;;yes;299;97583;74;43090;not set;2013-10-24T22:20:41.000Z;2181
191;187;Biologie, médecine et paléontologie;Un peu pointu;https://www.youtube.com/channel/UCj2sb4hak2L_UpW-1AQ6Qhw;Biologie;« Des vidéos un peu pointues. Mais pas trop. Mais un peu quand même. »;;;https://www.youtube.com/channel/UCj2sb4hak2L_UpW-1AQ6Qhw;UCj2sb4hak2L_UpW-1AQ6Qhw;Un Peu Pointu;;yes;68;10557;9;1061;not set;2016-05-30T18:03:55.000Z;1232
192;198;Technologie et informatique;Micode;https://www.youtube.com/channel/UCYnvxJ-PKiGXo_tYXpWAC-w;Informatique;« Vous n'avez pas beaucoup de temps à consacrer à l'Informatique ? Moi si.»;;;https://www.youtube.com/channel/UCYnvxJ-PKiGXo_tYXpWAC-w;UCYnvxJ-PKiGXo_tYXpWAC-w;Micode;;yes;298;628413;65;293457;FR;2017-01-09T17:07:52.000Z;1008
193;204;Arts et histoire de l’art;C'est une autre histoire (Manon Bril);https://www.youtube.com/channel/UCKjDY4joMPcoRMmd-G1yz1Q;Antiquité et bien plus encore;;Doctorante en histoire de l'art (à l’époque, mais docteure depuis peu !) et vulgarisatrice, présente des thématiques en courtes vidéos au rythme soutenu.;;https://www.youtube.com/channel/UCKjDY4joMPcoRMmd-G1yz1Q;UCKjDY4joMPcoRMmd-G1yz1Q;C est une autre histoire;;yes;4;231684;74;65928;FR;2015-06-27T09:28:11.000Z;1570
194;226;Musique;Kémon : la Science Musicale;https://www.youtube.com/user/KemonStudio;Musique-Histoire de la musique-Physique du son;« Je suis un musicien scientifique. Ça résume un peu tout. » Cependant, encore peu d’épisodes à contenu sur la chaîne.»;;https://www.youtube.com/channel/UC_eWPzAVFiORhh0WANdrT1g;https://www.youtube.com/channel/UC_eWPzAVFiORhh0WANdrT1g;UC_eWPzAVFiORhh0WANdrT1g;Kemon : La Science Musicale;;yes;183;18721;16;6036;FR;2014-09-12T19:48:25.000Z;1858
195;232;Musique;Les AnecNotes;https://www.youtube.com/channel/UCEE9FbcjgG3EtctdfOndgtQ;Anecdotes-Histoires-musique générale;« Si vous voulez apprendre des anecdotes drôles, insolites et intéressantes sur des groupes de musique, ça se passe ici ! »;;;https://www.youtube.com/channel/UCEE9FbcjgG3EtctdfOndgtQ;UCEE9FbcjgG3EtctdfOndgtQ;Les AnecNotes;;yes;185;28784;39;8923;FR;2015-12-04T15:34:03.000Z;1410
196;222;Musique;Bardan Irving;https://www.youtube.com/channel/UCYGsp80XkjBRK3jARDVFCNA;Musique Classique-Histoire de la musique;« La chaîne des grands mouvements musicaux, et de leurs anecdotes croustillantes, mais également petite web-série »;;;https://www.youtube.com/channel/UCYGsp80XkjBRK3jARDVFCNA;UCYGsp80XkjBRK3jARDVFCNA;Bardàn Irving;;yes;186;1435;24;312;FR;2012-06-06T17:21:11.000Z;2686
197;227;Musique;Kronomusik;https://www.youtube.com/channel/UC5C9-4yOwA1NR2NHzq_r69g;;« Le but de KronoMuzik est de vous intéresser à toutes sortes de sujets en rapport avec le monde de la musique dans un laps de temps le plus court possible, et d'ensuite vous rediriger vers d'autres personnes ou médias qui pourront vous en apprendre plus sur ces sujets. »;;;https://www.youtube.com/channel/UC5C9-4yOwA1NR2NHzq_r69g;UC5C9-4yOwA1NR2NHzq_r69g;KronoMuzik;;yes;187;82212;68;35738;not set;2016-07-12T23:49:34.000Z;1189
