;idx;category;name;url;keywords;desc;desc_rapport;url_corrected;url_final;ydt_id;Label;timeset;isseed;seedrank;subscribercount;videocount;viewcount(100s);country;publishedat;daysactive
198;318;Youtube dans le primaire;Raturix – Culture Geek;https://www.youtube.com/channel/UCHKD-o1f1qAHkHPjAgHapZw;Culture populaire;"« Salut à tous les gens. Dans la vie, il est bon de connaître certains sujets importants pour comprendre et agir sur notre monde, comme la littérature classique ou les guerres mondiales. Mais certaines personnes (comme moi), préfèrent les anecdotes, ou les sujets dont la maîtrise ne vous servira probablement pas, surtout quand ces sujets touchent à la culture dite ""geek"". Que veut dire ""Kodokushi"" ? Quel est le liquide le plus visqueux connu ? Quelle a été la première console de salon ? De quoi est mort Harry Houdini ? Quelle est la lettre la plus rare de l'alphabet ? Pourquoi ""janvier"" s'appelle ""janvier"" ? Qu'est- ce qu'il se bordel de passe au Japon ? Sur cette chaîne, en plus de critiques de films et de jeux vidéos, vous trouverez une réponse à toutes ces questions. »";;;https://www.youtube.com/channel/UCHKD-o1f1qAHkHPjAgHapZw;UCHKD-o1f1qAHkHPjAgHapZw;Raturix - Culture Geek;;yes;349;442;28;124;FR;2015-06-25T18:37:45.000Z;1572
199;319;Youtube dans le primaire;Réseau Canopé;https://www.youtube.com/user/reseaucanope;Education nationale-maths-français-fondamentaux;« Placé sous tutelle du ministère de l’Éducation nationale, Réseau Canopé édite des ressources pédagogiques transmédias (imprimées, numériques, mobiles, TV), répondant aux besoins de la communauté éducative. Acteur majeur de la refondation de l’école, il conjugue innovation et pédagogie pour faire entrer l’École dans l’ère du numérique. »;;https://www.youtube.com/channel/UCww2Dlet6IoU2_eXmVL0RJQ;https://www.youtube.com/channel/UCww2Dlet6IoU2_eXmVL0RJQ;UCww2Dlet6IoU2_eXmVL0RJQ;Réseau Canopé;;yes;348;17119;377;39338;not set;2014-02-11T14:48:53.000Z;2071
200;320;Youtube dans le primaire;Révisions Bac;https://www.youtube.com/user/moocfrancetveducbac;Philosophie-Histoire-géographie-anglais-méthodologie-dissertations-commentaires-baccalauréat-révisions;« francetv éducation vous propose des cours en ligne pour réviser le bac et développer sa culture générale. Les matières étudiées sont : la philosophie, l'histoire, la géographie et l'anglais. »;;https://www.youtube.com/channel/UCJuRkp3llDerQb9vT0XOepg;https://www.youtube.com/channel/UCJuRkp3llDerQb9vT0XOepg;UCJuRkp3llDerQb9vT0XOepg;Révisions Bac;;yes;347;71109;50;76383;not set;2014-04-01T13:13:50.000Z;2022
201;320;Youtube dans le primaire;Révisions Bac;https://www.youtube.com/user/moocfrancetveducbac;Philosophie-Histoire-géographie-anglais-méthodologie-dissertations-commentaires-baccalauréat-révisions;« francetv éducation vous propose des cours en ligne pour réviser le bac et développer sa culture générale. Les matières étudiées sont : la philosophie, l'histoire, la géographie et l'anglais. »;;https://www.youtube.com/channel/UCJuRkp3llDerQb9vT0XOepg;https://www.youtube.com/channel/UCJuRkp3llDerQb9vT0XOepg;UCJuRkp3llDerQb9vT0XOepg;Révisions Bac;;yes;347;71109;50;76383;not set;2014-04-01T13:13:50.000Z;2022
202;347;Méthodologie;Révisions Bac;https://www.youtube.com/user/moocfrancetveducbac;Méthodologie-dissertations-commentaires de texte-baccalauréat-révisions;« francetv éducation vous propose des cours en ligne pour réviser le bac et développer sa culture générale. Les matières étudiées sont : la philosophie, l'histoire, la géographie et l'anglais. »;;https://www.youtube.com/channel/UCJuRkp3llDerQb9vT0XOepg;https://www.youtube.com/channel/UCJuRkp3llDerQb9vT0XOepg;UCJuRkp3llDerQb9vT0XOepg;Révisions Bac;;yes;347;71109;50;76383;not set;2014-04-01T13:13:50.000Z;2022
203;347;Méthodologie;Révisions Bac;https://www.youtube.com/user/moocfrancetveducbac;Méthodologie-dissertations-commentaires de texte-baccalauréat-révisions;« francetv éducation vous propose des cours en ligne pour réviser le bac et développer sa culture générale. Les matières étudiées sont : la philosophie, l'histoire, la géographie et l'anglais. »;;https://www.youtube.com/channel/UCJuRkp3llDerQb9vT0XOepg;https://www.youtube.com/channel/UCJuRkp3llDerQb9vT0XOepg;UCJuRkp3llDerQb9vT0XOepg;Révisions Bac;;yes;347;71109;50;76383;not set;2014-04-01T13:13:50.000Z;2022
204;323;Youtube dans le primaire;Science étonnante;https://www.youtube.com/user/ScienceEtonnante;culture scientifique générale-Physique-mathématiques-Médecine-Sciences cognitives;« Des vidéos pour raconter la science étonnante, amusante, passionnante et stupéfiante ! »;;https://www.youtube.com/channel/UCaNlbnghtwlsGF-KzAFThqA;https://www.youtube.com/channel/UCaNlbnghtwlsGF-KzAFThqA;UCaNlbnghtwlsGF-KzAFThqA;ScienceEtonnante;;yes;354;639896;78;377693;not set;2011-01-04T19:46:19.000Z;3205
205;323;Youtube dans le primaire;Science étonnante;https://www.youtube.com/user/ScienceEtonnante;culture scientifique générale-Physique-mathématiques-Médecine-Sciences cognitives;« Des vidéos pour raconter la science étonnante, amusante, passionnante et stupéfiante ! »;;https://www.youtube.com/channel/UCaNlbnghtwlsGF-KzAFThqA;https://www.youtube.com/channel/UCaNlbnghtwlsGF-KzAFThqA;UCaNlbnghtwlsGF-KzAFThqA;ScienceEtonnante;;yes;354;639896;78;377693;not set;2011-01-04T19:46:19.000Z;3205
206;140;Physique-chimie et astronomie;Science étonnante;https://www.youtube.com/user/ScienceEtonnante;culture scientifique générale;« Des vidéos pour raconter la science étonnante, amusante, passionnante et stupéfiante ! »;;https://www.youtube.com/channel/UCaNlbnghtwlsGF-KzAFThqA;https://www.youtube.com/channel/UCaNlbnghtwlsGF-KzAFThqA;UCaNlbnghtwlsGF-KzAFThqA;ScienceEtonnante;;yes;354;639896;78;377693;not set;2011-01-04T19:46:19.000Z;3205
207;140;Physique-chimie et astronomie;Science étonnante;https://www.youtube.com/user/ScienceEtonnante;culture scientifique générale;« Des vidéos pour raconter la science étonnante, amusante, passionnante et stupéfiante ! »;;https://www.youtube.com/channel/UCaNlbnghtwlsGF-KzAFThqA;https://www.youtube.com/channel/UCaNlbnghtwlsGF-KzAFThqA;UCaNlbnghtwlsGF-KzAFThqA;ScienceEtonnante;;yes;354;639896;78;377693;not set;2011-01-04T19:46:19.000Z;3205
208;327;Youtube dans le primaire;Trust My Science;https://www.youtube.com/channel/UC8gu-36a79TNI7fjJyYEzRA;Physique-Biologie;« Des confins de notre galaxie jusqu’au centre de la Terre, découvrez avec nous les mystères de l’Univers. »;;;https://www.youtube.com/channel/UC8gu-36a79TNI7fjJyYEzRA;UC8gu-36a79TNI7fjJyYEzRA;Trust My Science;;yes;344;14510;23;1278;CH;2016-12-19T20:06:01.000Z;1029
209;316;Youtube dans le primaire;Palais de la découverte;https://www.youtube.com/channel/UC1udnO-W6gpR9qzleJ5SDKw;Culture scientifique-Culture générale;« Le célèbre musée des sciences, au cœur de Paris, depuis 1937. »;;;https://www.youtube.com/channel/UC1udnO-W6gpR9qzleJ5SDKw;UC1udnO-W6gpR9qzleJ5SDKw;Palais de la découverte;;yes;342;344;98;372;not set;2014-11-20T10:05:47.000Z;1789
210;332;Youtube dans le primaire;Videoscience (collectif);https://www.youtube.com/channel/UCqso49d76__r5PlHRf_b9ZA;;« VideoSciences est une plateforme de vidéos de science en français ! Elle rassemble et fédère plusieurs acteurs de la vulgarisation scientifique proposant des contenus audiovidéos.»;;;https://www.youtube.com/channel/UCqso49d76__r5PlHRf_b9ZA;UCqso49d76__r5PlHRf_b9ZA;Vidéosciences;;yes;341;1630;28;269;not set;2015-05-20T14:17:41.000Z;1608
211;328;Youtube dans le primaire;Tu mourras moins bête;https://www.youtube.com/channel/UCKtG_lXZk4pRJkapfK0eprA;;« Le Professeur Moustache et son assistant Nathanaël expliquent les phénomènes scientifiques du quotidien. Chaque jeudi, un nouvel épisode !»;;;https://www.youtube.com/channel/UCKtG_lXZk4pRJkapfK0eprA;UCKtG_lXZk4pRJkapfK0eprA;Tu mourras moins bête - ARTE;;yes;340;400490;70;547166;FR;2016-01-04T09:59:54.000Z;1379
212;317;Youtube dans le primaire;Professeur Knut;https://www.youtube.com/channel/UC6E7R4qEInihb9ftHoLlN3w;;« Dans ses vidéos, le Professeur Knut répondra à vos questions, toutes vos questions ! Oui oui, toutes. Mais à sa façon. »;;;https://www.youtube.com/channel/UC6E7R4qEInihb9ftHoLlN3w;UC6E7R4qEInihb9ftHoLlN3w;Professeur Knut;;yes;339;49;16;20;not set;2016-05-14T14:33:25.000Z;1248
213;333;Youtube dans le primaire;Vidéothèque d'Alexandrie (collectif);https://www.youtube.com/channel/UCsqvprYnU8J8K449VAQZhsQ;;Pour plus d'information : http://videothequealexandrie.fr»;;;https://www.youtube.com/channel/UCsqvprYnU8J8K449VAQZhsQ;UCsqvprYnU8J8K449VAQZhsQ;La Vidéothèque d Alexandrie;;yes;338;29270;36;2925;not set;2014-11-22T13:30:06.000Z;1787
214;223;Musique;Breakfast in Backstage;https://www.youtube.com/channel/UCIGBwNwDKxjCOUE-0HxtVLw;Musique contemporaine;"« Né de l'esprit insidieux de deux ""megamélomanes"" compulsifs, Kevin Letalleur et Alexis Lloyd, Breakfast In Backstage a pour vocation de raconter l'histoire de la musique avec un angle alternatif et humoristique. Se voulant être le pendant mélodique du Fossoyeur de Films, l'une des sources d'inspiration de la chaîne, BInB s'articule autour de trois programmes : l'émission éponyme publiée à un rythme mensuel le premier vendredi de chaque mois à une heure matinale, des Top 10 dont la mise en ligne est ""commise"" le mercredi soir de façon mensuelle également, et l'émission Il Etait Une Voix qui met en lumière un artiste en particulier. »";;;https://www.youtube.com/channel/UCIGBwNwDKxjCOUE-0HxtVLw;UCIGBwNwDKxjCOUE-0HxtVLw;Breakfast In Backstage;;yes;177;21753;19;8979;not set;2014-04-28T16:07:25.000Z;1995
215;193;Technologie et informatique;Deus ex Silicium;https://www.youtube.com/user/dexsilicium;Technologie-ingénierie-électronique;« DEUS EX SILICIUM est le premier projet francophone de chaine d'électronique dédiée à la science des semi-conducteurs et à leurs très nombreuses applications. Imaginée pour les ingénieurs, hackeurs, amateurs, étudiants, geeks ou passionnés de technologie, elle est diffusée en fullHD sur Youtube et Dailymotion. »;;https://www.youtube.com/channel/UCH6ppHEvV3_WIXEwmhv9HEg;https://www.youtube.com/channel/UCH6ppHEvV3_WIXEwmhv9HEg;UCH6ppHEvV3_WIXEwmhv9HEg;Deus Ex Silicium;;yes;297;53888;71;27861;not set;2014-09-10T15:04:58.000Z;1860
216;207;Arts et histoire de l’art;L'artichaut;https://www.youtube.com/channel/UCs-co4VM68JvRHI7LvSoRbg;Art contemporain;« L'artichaut c'est un collectif de copains qui parle d'art, de toute sorte d'art sous toute sorte de formats. Avec de la peinture, de la littérature, de la photo, du cinéma, des questions bêtes, des quiz, des livres, des visites de musées... y'aura de tout en fait ! »;;;https://www.youtube.com/channel/UCs-co4VM68JvRHI7LvSoRbg;UCs-co4VM68JvRHI7LvSoRbg;L  artichaut;;yes;8;4726;54;5662;not set;2015-08-30T08:19:37.000Z;1506
217;221;Musique;Aurélien Montero;https://www.youtube.com/user/aurelienmontero/featured;Design sonore;« Je suis un compositeur & Sound-designer de 23 ans habitant à Paris. Je travaille notamment sur des jeux vidéo, des courts métrages et des films d'animation.»;;https://www.youtube.com/channel/UC61C9YaOMvZH0LchKqCZICA;https://www.youtube.com/channel/UC61C9YaOMvZH0LchKqCZICA;UC61C9YaOMvZH0LchKqCZICA;Aurélien Montero;;yes;188;3158;99;632;not set;2014-07-29T23:53:48.000Z;1903
218;217;Arts et histoire de l’art;Samai Cédlart;https://www.youtube.com/channel/UCeV94bPERQK3_VqxxWRw6SQ;Art contemporain et classique;« Plastique et vidéo-ludique, jouons avec ces Arts ! Après, qui est César, chépa trop... »;;;https://www.youtube.com/channel/UCeV94bPERQK3_VqxxWRw6SQ;UCeV94bPERQK3_VqxxWRw6SQ;Samai Cédlart;;yes;10;0;19;4541;not set;2013-04-16T02:34:53.000Z;2372
219;216;Arts et histoire de l’art;Sabine Pasdelou;https://www.youtube.com/channel/UCQMa1gqqiSAlP_Xwk0hBPSg;Histoire du 19e;« Je suis historienne de l'art, je parlerai donc de biologie moléculaire. »;;;https://www.youtube.com/channel/UCQMa1gqqiSAlP_Xwk0hBPSg;UCQMa1gqqiSAlP_Xwk0hBPSg;Le Baz Art ambulant;;yes;5;235;37;79;FR;2011-10-25T20:36:42.000Z;2911
220;213;Arts et histoire de l’art;Pallas Athéné;https://www.youtube.com/channel/UCLsjb-32UWEOlsKggOfxnIg;Iconographie-curiosités Artistiques;;Surtout deux grandes émissions :;;https://www.youtube.com/channel/UCLsjb-32UWEOlsKggOfxnIg;UCLsjb-32UWEOlsKggOfxnIg;Pallas Athéné;;yes;6;5677;13;509;FR;2015-03-06T20:54:32.000Z;1683
221;209;Arts et histoire de l’art;Mister PAAP;https://www.youtube.com/channel/UC0LSiywzFEnZIDbXyE3y7NQ;Art appliqués;;Prof dans le secondaire, vidéos éducatives intéressantes;;https://www.youtube.com/channel/UC0LSiywzFEnZIDbXyE3y7NQ;UC0LSiywzFEnZIDbXyE3y7NQ;Mr P;;yes;16;1967;40;586;FR;2015-09-27T02:59:44.000Z;1478
222;201;Technologie et informatique;Teeknofil;https://www.youtube.com/channel/UCkuzDvHbHJ2BhAGXFOkOwAA;Informatique-piratage;« Chaîne YouTube d'un fada d'informatique. »;;;https://www.youtube.com/channel/UCkuzDvHbHJ2BhAGXFOkOwAA;UCkuzDvHbHJ2BhAGXFOkOwAA;Teeknofil;;yes;303;5900;37;1746;BE;2016-03-11T08:44:48.000Z;1312
223;260;Audio-visuel, cinéma et jeu vidéo;Karim Debbache (Crossed et Chroma);https://www.youtube.com/user/KarimDebbache;Théorie du Cinéma-Cinéma général-Cinéma de genre-nanars;« Salut à tous, c'est Karim Debbache, chroniqueur sur www.jeuxvideo.com, pour l'émission CROSSED. Bienvenue sur ma chaîne Youtube, consacrée au cinéma. Vous pourrez y retrouver les épisodes de CROSSED, qui est une émission de critique de films qui parlent de jeux vidéo. Mais aussi du de contenu supplémentaire, des bonus, évidemment, mais aussi, d'ici peu, de nouveaux concepts d'émissions. »;;https://www.youtube.com/channel/UCL-y95OCyfWeGVIH-gpG1aA;https://www.youtube.com/channel/UCL-y95OCyfWeGVIH-gpG1aA;UCL-y95OCyfWeGVIH-gpG1aA;Karim Debbache;;yes;44;245337;31;328603;not set;2011-03-19T15:12:53.000Z;3131
224;278;Audio-visuel, cinéma et jeu vidéo;Un drop dans la mare;https://www.youtube.com/user/UnDropDansLaMare;Jeux vidéo-Art-documentaire;« Le site UnDropDansLaMare est l'interlocuteur de ceux qui souhaitent parler du jeu vidéo sérieusement. Nous vous proposons nos réflexions et nos réponses, vous invitant à tracer les nouvelles frontières auxquelles le jeu vidéo peut prétendre. Notre vision est celle d'un jeu vidéo qui peut être évoqué en profondeur, sans avoir à se soumettre à la dictature de l’humour ou au ciblage pré-adolescent. »;;https://www.youtube.com/channel/UCbq4WwLfbhRxvyVYOTYU25g;https://www.youtube.com/channel/UCbq4WwLfbhRxvyVYOTYU25g;UCbq4WwLfbhRxvyVYOTYU25g;UnDropDansLaMare;;yes;39;56185;111;45259;FR;2012-06-19T10:48:34.000Z;2673
225;285;Culture générale;Alt236;https://www.youtube.com/channel/UC1KxoDAzbWOWOhw5GbsE-Bw;Cinéma-bande dessinée-Cultures alternatives-Culture générale;« Heydihoh ! Bienvenue sur la chaine ALT236. Vous y trouverez des vidéos sur des thèmes... qui n'ont en commun que la passion qu'ils nous inspirent, et elle est vaste. Sans le savoir, vous êtes à un raccourci clavier de l'infini. »;;;https://www.youtube.com/channel/UC1KxoDAzbWOWOhw5GbsE-Bw;UC1KxoDAzbWOWOhw5GbsE-Bw;ALT 236;;yes;95;109485;52;49238;FR;2016-08-31T18:09:46.000Z;1139
226;274;Audio-visuel, cinéma et jeu vidéo;Plein les pixels;https://www.youtube.com/user/pleinlespixels;Jeux vidéo;« Plein les Pixels est un petit collectif amoureux dont les membres se retrouvent ponctuellement pour la création d’émissions variées autours du jeu vidéo en long et en large, polygones compris.»;;https://www.youtube.com/channel/UCjqM_AfL1ZT-6r_CWj_uCxA;https://www.youtube.com/channel/UCjqM_AfL1ZT-6r_CWj_uCxA;UCjqM_AfL1ZT-6r_CWj_uCxA;Plein Les Pixels;;yes;20;1349;111;414;not set;2014-08-28T19:03:48.000Z;1873
227;256;Audio-visuel, cinéma et jeu vidéo;Esteban Grine;https://www.youtube.com/channel/UCXg4udeWdzZbaL8Y8otOLSw;Jeux vidéo-Game Studies-game design;« Je propose des Chroniques sur le jeu vidéo. Je fais principalement de la vulgarisation de Game Design & de Game Studies. Hein ? C'est quoi les Game Studies ?»;;;https://www.youtube.com/channel/UCXg4udeWdzZbaL8Y8otOLSw;UCXg4udeWdzZbaL8Y8otOLSw;Esteban Grine;;yes;21;8652;68;1685;not set;2013-09-12T13:15:53.000Z;2223
228;282;Sport;Phenomara;https://www.youtube.com/channel/UCXMQvlUO7nZaps-d4fZfHuw;Sport en général-Histoire-Culture générale;« Hey ! Je m'appelle Iheb, j'ai 19 ans et je suis étudiant en com ! Ce que j'aime dans la vie ? Le sport (whaou quelle surprise), la photographie, la vidéo et la musique.»;;;https://www.youtube.com/channel/UCXMQvlUO7nZaps-d4fZfHuw;UCXMQvlUO7nZaps-d4fZfHuw;Phenomara;;yes;295;1150;18;1831;FR;2017-02-28T17:01:38.000Z;958
229;271;Audio-visuel, cinéma et jeu vidéo;Otherside Chronique;https://www.youtube.com/channel/UCbh42Dmxg7ecaUcCbBjOkuA;Transmédia-crossmédia;« Bienvenue dans Otherside, la chronique qui vous parle de l'autre côté de vos univers. »;;;https://www.youtube.com/channel/UCbh42Dmxg7ecaUcCbBjOkuA;UCbh42Dmxg7ecaUcCbBjOkuA;Otherside Chronique;;yes;22;87;3;20;not set;2013-10-28T19:00:33.000Z;2177
230;266;Audio-visuel, cinéma et jeu vidéo;Les showrunners;https://www.youtube.com/user/lesshowrunners;Séries télé;« L'équipe des ShowRunners vous parle de séries télé en video, boit beaucoup de thé et aime d'amour Gilian Anderson. »;;https://www.youtube.com/channel/UClQVvXqYz7hyFNtvechntbA;https://www.youtube.com/channel/UClQVvXqYz7hyFNtvechntbA;UClQVvXqYz7hyFNtvechntbA;Les ShowRunners;;yes;27;9456;209;11268;FR;2012-08-26T16:00:06.000Z;2605
231;273;Audio-visuel, cinéma et jeu vidéo;"PILOTE la
chronique série";https://www.youtube.com/user/glitchmoviespr;Séries télévisuelles;« PILOTE est une chronique qui traite et analyse les séries. »;;https://www.youtube.com/channel/UCvHft8Duo4NaHsxQr2l9TOA;https://www.youtube.com/channel/UCvHft8Duo4NaHsxQr2l9TOA;UCvHft8Duo4NaHsxQr2l9TOA;PILOTE la chronique série;;yes;24;88470;25;24456;FR;2012-11-11T13:47:22.000Z;2528
232;272;Audio-visuel, cinéma et jeu vidéo;Pier-re;https://www.youtube.com/channel/UCcElGW0bhK4Wd5f8fluj0Cg;Jeu vidéo;« Des formats, du jeu vidéo, de l'amour. »;;;https://www.youtube.com/channel/UCcElGW0bhK4Wd5f8fluj0Cg;UCcElGW0bhK4Wd5f8fluj0Cg;Pier -re;;yes;25;2045;75;558;FR;2015-02-04T11:26:44.000Z;1713
233;311;Youtube dans le primaire;Le Prof du web;https://www.youtube.com/user/leprofduweb;Brevet-bac-révisions;« Tu passes le Bac ? Le Bac français ? Tu prépares un DS ? Leprofduweb propose de réviser les Mathématiques, le Français, la Philo, la Physique-Chimie, l'Histoire-Géo ou la SVT grâce à des vidéos synthétiques et dynamiques. En 5 minutes, tu comprendras une notion avec des exemples et des conseils méthodologiques. Des cours sont mis en ligne régulièrement, alors abonne-toi à notre chaîne ! »;;https://www.youtube.com/channel/UCXbAhuThX3pjE-wZS6VRW9w;https://www.youtube.com/channel/UCXbAhuThX3pjE-wZS6VRW9w;UCXbAhuThX3pjE-wZS6VRW9w;Leprofduweb : Retrouve-nous sur notre site;;yes;337;36782;257;45339;FR;2013-02-14T17:05:39.000Z;2433
234;312;Youtube dans le primaire;Les bons profs;https://www.youtube.com/user/lesbonsprofs;Brevet-bac-révisions-troisième-lycée;« Retrouvez des centaines de rappels de cours et de méthodes pour le collège et le lycée présentés par des profs de l'Education nationale. Des difficultés pour comprendre une notion ? Revoyez-la en quelques minutes. Les vidéos vont droit à l'essentiel, pas de blabla ! Plus de vidéos et d'exercices accessibles gratuitement sur http://www.lesbonsprofs.com »;;https://www.youtube.com/channel/UCL7FXdd8TW0hxNHmzlPlAQQ;https://www.youtube.com/channel/UCL7FXdd8TW0hxNHmzlPlAQQ;UCL7FXdd8TW0hxNHmzlPlAQQ;Les Bons Profs;;yes;336;738933;1531;1497102;FR;2012-04-24T08:22:02.000Z;2729
235;310;Youtube dans le primaire;Le Point Genius;https://www.youtube.com/channel/UCXO8f8SAVP02zSAxnSvtYHw;Science-Physique-Astronomie;« Le monde se divise en deux catégories : les génies d'un côté, et ceux qui racontent leur histoire. Moi, je raconte leur histoire ! Chaîne consacrée aux génies en tout genre et à leurs inventions qui ont changé notre monde et notre mode de vie. »;;;https://www.youtube.com/channel/UCXO8f8SAVP02zSAxnSvtYHw;UCXO8f8SAVP02zSAxnSvtYHw;Le Point Genius;;yes;335;2485;46;1070;FR;2016-08-14T17:03:08.000Z;1156
236;306;Youtube dans le primaire;La minute science;https://www.youtube.com/user/LaMinuteScience;Astrologie-Biologie;« La science moderne est un admirable monument qui fait honneur à l'espèce humaine et qui compense (un peu) l'immensité de sa bêtise guerrière. » - H. Reeves Disclaimer : Ceci est une chaine d'info-divertissement et non une chaine éducative :)»;;https://www.youtube.com/channel/UCwBn4dgV3kxzvcCKN3TbQOQ;https://www.youtube.com/channel/UCwBn4dgV3kxzvcCKN3TbQOQ;UCwBn4dgV3kxzvcCKN3TbQOQ;La Minute Science;;yes;334;131309;54;62837;FR;2014-09-21T05:23:27.000Z;1849
237;308;Youtube dans le primaire;La Main baladeuse;https://www.youtube.com/channel/UC4V8l0YMJ3IAOToCX5SdVug/;Mathématiques-Physique-Biologie-vidéos courtes;« Des vidéos de science avec des dessins et aussi une main. »;;;https://www.youtube.com/channel/UC4V8l0YMJ3IAOToCX5SdVug/;UC4V8l0YMJ3IAOToCX5SdVug;La Main Baladeuse;;yes;333;4208;27;1788;FR;2016-02-26T15:25:38.000Z;1326
238;292;Culture générale;Castor Mother;https://www.youtube.com/channel/UCfO4BQD5_S1272GVmuXmTxA;Animaux;"« Oui ; ""Castor Mother"" c'est un clin d’œil à Père Castor, Parce que j'en ai des histoires à vous raconter !»";;;https://www.youtube.com/channel/UCfO4BQD5_S1272GVmuXmTxA;UCfO4BQD5_S1272GVmuXmTxA;Castor Mother;;yes;96;46580;64;15255;FR;2015-02-03T01:00:38.000Z;1714
239;299;Youtube dans le primaire;D’où ça vient ?;https://www.youtube.com/channel/UCWMjHUlcQpDPCDmwQOncoPg;Culture générale-Histoire-Sciences;;Des vidéos animées de quelques minutes.;;https://www.youtube.com/channel/UCWMjHUlcQpDPCDmwQOncoPg;UCWMjHUlcQpDPCDmwQOncoPg;D où ça vient;;yes;332;46692;36;6795;FR;2015-10-07T19:06:45.000Z;1468
240;286;Culture générale;Arkeotoys;https://www.youtube.com/channel/UCoRReVQsekQ-tOwUo-lCOpA;Jeux-jouets-culture pop;« ArkeoToys l'émission qui déterre les trésors de ton enfance!»;;;https://www.youtube.com/channel/UCoRReVQsekQ-tOwUo-lCOpA;UCoRReVQsekQ-tOwUo-lCOpA;Arkeo Toys;;yes;102;32369;38;13461;not set;2016-01-05T01:51:22.000Z;1378
241;287;Culture générale;Axolot;https://www.youtube.com/user/Axolotblog;Curiosités-merveilles-Histoires étranges-sources d'étonnement;;Le cabinet de curiosités de YouTube !;https://www.youtube.com/channel/UC2_OG1L8DLTzQ7UrZVOk7OA;https://www.youtube.com/channel/UC2_OG1L8DLTzQ7UrZVOk7OA;UC2_OG1L8DLTzQ7UrZVOk7OA;Axolot;;yes;101;518820;28;171745;not set;2013-06-10T09:52:24.000Z;2317
242;137;Physique-chimie et astronomie;Profroques;https://www.youtube.com/user/profroques;Physique-Chimie-lycée-baccalauréat;« Je vous souhaite la bienvenue sur ma chaîne Prof Roques qui est destinée principalement à mes élèves. Les capsules vidéos proposées s'inscrivent dans une pédagogie par classe inversée en physique-chimie et le contenu dépend de ce qui a été fait en classe.»;;https://www.youtube.com/channel/UCgBo-uwQNi8tipTiloVcFBQ;https://www.youtube.com/channel/UCgBo-uwQNi8tipTiloVcFBQ;UCgBo-uwQNi8tipTiloVcFBQ;profroques;;yes;261;16900;211;29045;not set;2012-11-14T15:29:30.000Z;2525
243;136;Physique-chimie et astronomie;Prof Okita;https://www.youtube.com/channel/UC2qLXSbTeNI3bHkfrHGvn1g;Physique sur des thématiques de jeux vidéos;« Comment fabriquer l'armure d'Iron Man ? Peut-on faire un double saut ? Devenir invisible ? Détruire le monde ? Marre des cours de sciences rébarbatifs ? Les profs ne répondent pas aux vraies questions ?»;;;https://www.youtube.com/channel/UC2qLXSbTeNI3bHkfrHGvn1g;UC2qLXSbTeNI3bHkfrHGvn1g;ProfOkita;;yes;262;18644;69;6505;FR;2006-07-25T11:28:53.000Z;4829
244;128;Physique-chimie et astronomie;La minute scientifique;https://www.youtube.com/channel/UCZBl7JF_ldmpbN4VuOpHLeA;Physique-Chimie-Biologie-matériau;« Chaîne de vulgarisation scientifique. Retrouvez régulièrement une vidéo de quelques minutes expliquant un phénomène, un concept scientifique. Membre de l'association Café des Sciences »;;;https://www.youtube.com/channel/UCZBl7JF_ldmpbN4VuOpHLeA;UCZBl7JF_ldmpbN4VuOpHLeA;La Minute Scientifique;;yes;248;5143;21;1937;FR;2014-09-20T23:47:00.000Z;1850
245;144;Physique-chimie et astronomie;Skyray;https://www.youtube.com/channel/UCiqkVu9-mrMQygfBQansF1Q;Astronautique-Astronomie;« Votre journal traitant d'astronautique et d'astronomie au travers d'histoires diverses et variées survenues lors de la conquête et de l'exploration spatiale ou plus simplement d’expériences personnelles. »;;;https://www.youtube.com/channel/UCiqkVu9-mrMQygfBQansF1Q;UCiqkVu9-mrMQygfBQansF1Q;Skyray;;yes;249;2593;12;1690;FR;2017-09-13T15:24:04.000Z;761
246;123;Physique-chimie et astronomie;Docteur Nozman;https://www.youtube.com/user/DrNozman;Objets et faits surprenants;;Premier YouTubeur scientifique francophone avec près de 2,5 millions d’abonnés, Docteur Nozman vulgarise la science en général très superficiellement mais de façon très efficace.;https://www.youtube.com/channel/UCWnfDPdZw6A23UtuBpYBbAg;https://www.youtube.com/channel/UCWnfDPdZw6A23UtuBpYBbAg;UCWnfDPdZw6A23UtuBpYBbAg;Dr Nozman;;yes;246;3186239;342;4710869;FR;2011-05-28T16:22:52.000Z;3061
247;135;Physique-chimie et astronomie;Passe-Science;https://www.youtube.com/channel/UCsz9DiwPtgDvxJ-njWnieZw;Physique-mathématiques;« Chaîne de vulgarisation scientifique. Vous y trouverez des vidéos dans un format court et compact sur des points précis. Sujets variés, de la physique aux mathématiques. »;;;https://www.youtube.com/channel/UCsz9DiwPtgDvxJ-njWnieZw;UCsz9DiwPtgDvxJ-njWnieZw;Passe-Science;;yes;245;36017;30;9629;FR;2015-05-25T13:13:16.000Z;1603
248;125;Physique-chimie et astronomie;Florence Porcel;https://www.youtube.com/channel/UC9HapjjoLqdDNwKEWQRaiyA;Astronomie-Univers-Mars-spatial;« L'actualité des sciences de l'Univers et du spatial, c'est dans La folle histoire de l'Univers. Les bourdes trouvées à la télévision, c'est dans Les perles du PAF.»;;;https://www.youtube.com/channel/UC9HapjjoLqdDNwKEWQRaiyA;UC9HapjjoLqdDNwKEWQRaiyA;Florence Porcel;;yes;233;88252;178;54392;FR;2012-01-14T18:05:56.000Z;2830
