Ordre;Discipline;Nom de la chaine YouTube;URL de la chaine YouTube;Mots-clés;Description (par le/la vidéaste);Description (par l'auteure du rapport)
108.0;Mathématiques;El Jj;https://www.youtube.com/channel/UCgkhWgBGRp0sdFy2MHDWfSg;Mathématiques-théorie;;Chaîne assez poussée, plutôt pour lycéen, voire section S (spé math, même !)
350.0;Youtube dans le primaire;Billes de sciences;https://www.youtube.com/channel/UCy1BMhZGRdFiOde2DqeQE0w;Sciences-mathématiques-Physique-Chimie-Biologie-esprit scientifique-méthode scientifique;"« Approcher un sujet scientifique par des expériences originales et stimulantes, s'armer de quelques billes scientifiques sur ce thème puis accéder directement à des activités pour la classe ? C'est le principe de ""Billes de Sciences"" !»";
352.0;Youtube dans le primaire;Les Patates Douces;https://www.youtube.com/channel/UC3UpbnP2MYoikPoAl7FOpjg;Science;« Chaine de vulgarisation scientifique pour les enfants. Même si on est une patate en sciences, il suffit d'y aller doucement ! :) »;
353.0;Youtube dans le primaire;Les petits aventuriers;https://www.youtube.com/channel/UCd9w5q5LXZhNxN2RC0IvO2A;Histoire-Géographie-Culture générale;« Découvrir le monde en vidéo pour les enfants (et les grands enfants).»;
351.0;Youtube dans le primaire;Le cabinet de Kilin et Kaba;https://www.youtube.com/channel/UCNwqv0VM-RMyiwmp3L0pqUQ;Animaux;« Deux sœurs suisses (et un peu asiates aussi) parlent d'animaux, mais pas que !»;
346.0;Méthodologie;Jean’apprends;https://www.youtube.com/channel/UCsdFPuHze41jb2D4PEETk6Q;Chaîne par des collégiens;;Un bon exemple de ce que peut faire une classe de collège sur Youtube :
349.0;Youtube dans le primaire;C'est pas sorcier;https://www.youtube.com/channel/UCENv8pH4LkzvuSV_qHIcslg;Culture scientifique-Culture générale;« C'est pas sorcier, la chaîne officielle.»;
279.0;Audio-visuel, cinéma et jeu vidéo;Vidéodrome;https://www.youtube.com/channel/UCVcECecc_kaV9PeZVfm6TiA;Cinéma-Sciences sociales;« Passionnée de cinéma (principalement de films de genre) et de sciences sociales, je partage quelques vidéos que j'ai réalisé autour de thèmes qui me tiennent à cœur. Je n'ai ni l'envie, ni la prétention de faire de la critique, c'est plutôt l'idée d'analyser des sujets sociaux ou culturels, que l'on trouve au cinéma, qui me semble intéressante. – Sam Cockeye »;
281.0;Sport;L’univers de la natation;https://www.youtube.com/channel/UCHBiFS-pM_ZGp7myF9bPSQg;Natation-sports aquatiques-Histoire-biographie;« Découvrez la première chaîne vidéo consacrée à l'Univers de la Natation. Au fil des épisodes, Antoine le surveillant de baignade vous narre les différentes époques, les faits marquants et la vie des grands champions qui ont fait l'Histoire de la Natation, le tout avec une relative dérision. »;
290.0;Culture générale;Calidoscope - les topovaures;https://www.youtube.com/channel/UCToaRM06haIUw4uxvaGQCnA;Populations étrangères-ethnies-Culture générale;« Calidoscope c’est porter son regard sur le monde. Savoir comment se structurent et s’organisent les sociétés. Chercher à comprendre l’histoire de certaines ethnies et comprendre les mythologies qui les ont façonnées.»;
295.0;Youtube dans le primaire;CliPeDia;https://www.youtube.com/channel/UCNwWU1hqK3q-DclufllWCfg;Maths-Physique-Chimie-Biologie-classe inversée-enseignement;« CLIPEDIA est un site gratuit d'enseignement des sciences destiné aux ados et à leurs professeurs. Les enseignements s'y font à l'aide de clips vidéo truffés d'animations, d'illustrations et d'astuces pédagogiques.»;
304.0;Youtube dans le primaire;J'm'énerve pas, j'explique;https://www.youtube.com/channel/UC1Ue7TuX3iH4y8-Qrjj-hyg;Un peu de tout, mais très abouti et pointu!;« Une chaîne pour rendre intéressantes les passions inattendues, raviver la curiosité du quotidien, et décortiquer l'actualité qui nous échappe, même en retard ! »;
280.0;Audio-visuel, cinéma et jeu vidéo;Yohann From Outer Space;https://www.youtube.com/channel/UCw9pOgsObfIcsrZ5n-pQq_g;Films-nanar-série B-techniques Cinématographiques;« Avant, ici, ça parlait de nanar. Maintenant, ça parle de cinéma de façon plus large. Et un peu de nanar. Non parce que, quand même, zut à la fin. »;
301.0;Youtube dans le primaire;Espace des sciences;https://www.youtube.com/user/Espacedessciences;;"« Expositions, animations, planétarium, conférences, magazine Sciences Ouest : l'Espace des sciences est une association créée en 1984 à Rennes, labellisée en 2008 ""Science et culture, innovation"" par le ministère de l'Enseignement supérieur et de la Recherche. Avec 200 000 visiteurs annuels, l'Espace des sciences est le centre de culture scientifique le plus fréquenté en régions. »";
283.0;Sport;Rugby Story;https://www.youtube.com/channel/UCYXU_94g4I2_sn6ekaZHvrw;Rugby-Histoire-Culture générale;« Bienvenue sur la chaîne rugbystory. On parle rugby à XV, XIII, 7 dans des vidéos courtes animées. »;
288.0;Culture générale;Back to School;https://www.youtube.com/channel/UCWEmr0wJE6V3bgUK_dlEN2A;Histoire-Biologie-révisions lycée-culture scientifique-Culture générale;« Bienvenue sur ma chaîne Back to school !»;
297.0;Youtube dans le primaire;Confér’ENS;https://www.youtube.com/channel/UC_ZChHhr5nDrUymz7qsRqRw;Culture générale-conférences;;Retransmission des conférences de vidéastes au festival Vulgarizators.
157.0;Biologie, médecine et paléontologie;Climen;https://www.youtube.com/user/Flexouz;Pharmacologie;"« Climen est un étudiant en Pharmacie qui occupe son temps libre à vulgariser sur YouTube la santé en général mais en en mettant parfois l'accent sur l'action pharmacologique des médicaments. Vous trouverez sur sa chaîne un format standard qui aborde des questions telles que ""Pourquoi les antibiotiques c'est pas automatique ?"" ou des sujets plus vagues comme ""L'Homéopathie"". Un nouveau format présente l'histoire d'une molécule célèbre. En partant d'une découverte scientifique et en passant par les pharmaco-modulations réalisées pour obtenir un médicament. »";
180.0;Biologie, médecine et paléontologie;Prof SVT 71;https://www.youtube.com/channel/UCsziE76G6NjpCTTwoSEbwYQ;SVT-Biologie-baccalauréat-lycée;« Un papier et un crayon !! C'est tout ce que vous aurez le jour du bac !! Alors comment représenter en un schéma bilan sa leçon ??? Cette chaîne a pour but de vous montrer comment faire vos schémas de SVT pour vos DS ou pour le bac. Vous pouvez trouver pleins d'animations sur le net, pleins de schéma bilans mais savez-vous comment les dessiner ? par quel côté les commencer ? Un schéma ça raconte une histoire, donc pour savoir le dessiner il faut commencer par le début... »;
165.0;Biologie, médecine et paléontologie;La chaîne de MOS;https://www.youtube.com/channel/UCffpNbuQxGmf06YHFZcQ-OQ/;Paléontologie;« Bienvenue sur la chaîne de MOS ! Sur cette chaîne gérée par MOS et Captain Roger vous pourrez retrouver différents contenus et émissions au contenu majoritairement axé sur la paléontologie et les sciences gravitant autour, le tout avec une petite pointe d'humour (parce qu'apparemment pour marcher sur le internet faut être drôle).»;
159.0;Biologie, médecine et paléontologie;Dans Ton Corps;https://www.youtube.com/channel/UCOchT7ZJ4TXe3stdLW1Sfxw;Sensibilisation à des questions de santé;« C'est quoi un anus artificiel ? Comment éviter la gueule de bois ? Pourquoi le stress donne la diarrhée ? Qui sont les pires médecins de l'histoire ?»;
161.0;Biologie, médecine et paléontologie;Docteur Mus;https://www.youtube.com/channel/UCDubCcTgXuPYICZWaf5rY2Q;Vlog-Médecine;Etudiant en médecine qui parle de son expérience. Peu de science mais intéressant pour les élèves que le métier (et surtout les études) pourraient intéresser.»;
160.0;Biologie, médecine et paléontologie;Dirty Biology;https://www.youtube.com/user/dirtybiology;Biologie-monde vivant-voyage-culture scientifique;« Des vidéos de science sur des sujets mindfuck, crades, ou juste rigolos. Parfois on parle de biologie aussi. »;
163.0;Biologie, médecine et paléontologie;Goana;https://www.youtube.com/channel/UCI2B2YaPM6OgamrSemoZScg;Biologie-géologie-animaux-évolution;« Le monde qui nous entoure est le fruit de millions d'années d'évolution... Voyons un peu ce qu'il en est ! »;
164.0;Biologie, médecine et paléontologie;Homo Fabulus;https://www.youtube.com/channel/UC-Dmq5q3-FIBknv1TVIR__Q;Biologie-Sciences cognitives-animaux-humains;« Biologie et sciences cognitives pour mieux comprendre le comportement humain. »;
179.0;Biologie, médecine et paléontologie;Primum non nocere;https://www.youtube.com/channel/UC9BnGZLT4iPaJtDOXYwQuHQ;Médecine;« Je suis Primum et accompagné de mon Doppelganger Doppel, on va essayer de te parler de médecine autrement:»;
169.0;Biologie, médecine et paléontologie;L’envers de la blouse;https://www.youtube.com/channel/UCZnVzAaoJu37Tkz6YJn4EUQ;Biologie;« Bienvenue sur ma modeste chaîne de vulgarisation de la biologie !»;
344.0;Méthodologie;Edukey;https://www.youtube.com/channel/UC6wF0stG_iXMO4mIXM9g3YQ;Sciences de l’éducation-psychologie-neuroSciences;« Parlons ensemble d'éducation ! Tout le monde est concerné, donc si tu veux que les pédagogies n'aient plus de secret pour toi, comprendre ce qui se fait dans d'autres pays et voir l'éducation dans toute sa beauté, tu es au bon endroit ! Ce sera aussi l'occasion de faire preuve d'esprit critique et de questionner et démystifier le jargon propre à l'éducation, voire de comprendre des éléments d'actualité sous l'angle des questions éducatives. »;
324.0;Youtube dans le primaire;Sciences en courts;https://www.youtube.com/channel/UCUY4_X-KClXAxmdbg_VCfDA;;« Depuis 2007, l'association Nicomaque, pôle des doctorants et jeunes docteurs bretons, œuvre pour la tenue de ce festival. Les doctorants réalisent un court- métrage de trois minutes sur leur sujet de thèse pour le mettre à disposition du grand public. Le but, et la difficulté, est de vulgariser son sujet de recherche sans le dénaturer. Et résumer en cinq minutes plusieurs années de recherche n'est pas chose aisée ! »;
329.0;Youtube dans le primaire;universcience.tv;https://www.youtube.com/user/universcienceTV/;Biologie-Astronomie-culture scientifique;« universcience.tv est la WebTV de la Cité des sciences et du Palais de la découverte. Elle propose plus de 8 nouvelles vidéos à découvrir chaque semaine et un fonds de plus de 3500 vidéos à explorer gratuitement.»;
305.0;Youtube dans le primaire;Kulture-moi;https://www.youtube.com/channel/UCcvjxE5lFjyYSuJ1VCUT0GQ;Biologie-Histoire;« Vous vous demandez comment va la couche d'ozone ou si les crabes ressentent la douleur ? Ou peut-être que vous êtes juste curieux, vous aimez la science et vous souhaitez apprendre de nouvelles choses.»;
309.0;Youtube dans le primaire;L'Antisèche;https://www.youtube.com/channel/UCeOp9CWBaW2tVIBAzCobzow;Brevet-bac-révisions;;Vidéos axées révisions du brevet ou du bac, dans toutes les disciplines pratiquées à l'école. Textes écrits avec l'aide de profs du secondaire.
335.0;Psychologie;Cygnification;https://www.youtube.com/user/CygnificationCNV;Science de la communication-esprit critique-zététique;« Vulgarisation scientifique de la communication : communication inter-personnelle, non-verbal, psychologie sociale... »;
343.0;Méthodologie;Bulledop Journal;https://www.youtube.com/channel/UCTXVXFiZtj8FyPIXOwk9kWQ;Planification-bullet journal;« Ici je vais vous parler d'organisation, de bullet journal et de papeterie en général.»;
337.0;Psychologie;Le Mythologue;https://www.youtube.com/channel/UCizHq3k-LPNcNuwjmkYk_cw;Mensonge-Sciences cognitives;« Le Mythologue est la première chaîne scientifique entièrement dédiée au mensonge !»;
330.0;Youtube dans le primaire;universcience.tv LSF;https://www.youtube.com/user/universciencelsf;Biologie-Astronomie-culture scientifique;Vidéos scientifiques en Langue des Signes Française»;
341.0;Psychologie;Psynect;https://www.youtube.com/channel/UCwWCBw7M0kskNlv0coVP53w;Psychologie sociale;« Psynect est une chaîne de vulgarisation scientifique de psychologie notamment de psychologie sociale.»;
188.0;Biologie, médecine et paléontologie;Viens voir le docteur;https://www.youtube.com/channel/UC5j3ir6MGVp2qmKbPZP7MbA;Médecine;ViensVoirLeDocteur est une chaîne d’information médicale professionnelle visant à promouvoir l'éducation en santé. Marielle et Pierrine sont médecins de santé publique, Elisa est chef de projet en santé formé à la philosophie politique, aux sciences politiques et à l'économie.»;
197.0;Technologie et informatique;Maths+1;https://www.youtube.com/channel/UCisEu07yH7uWOkyar38_ZQA;Mathématiques-informatique-intelligence Artificielle;« Maths+1 est une chaîne YouTube (Maths PlusUn) créée en août 2016. La chaîne propose des cours de mathématiques et de musique (solfège) en ligne ainsi que des vidéos de vulgarisation scientifique. »;
185.0;Biologie, médecine et paléontologie;Strage stuff and funky things;https://www.youtube.com/channel/UCmQylwGI9yS9HtxA8f9WMTw;Biologie;« Bienvenue sur la chaine YouTube de Strange Stuff And Funky Things : Venez trouver ici votre dose d'évènements étranges, de faits surprenants, de choses incroyables ! »;
200.0;Technologie et informatique;Olivier Chambon;https://www.youtube.com/user/TravailleursDuWeb;Fabrication-do it yourself-Bidouille;« Le podcast vidéo français fun et débilatoire sur le DIY, le casual hacking et la bidouille en général. »;
192.0;Technologie et informatique;Cookie connecté;https://www.youtube.com/channel/UC5cs06DgLFeyLIF_II7lWCQ;Informatique;« Mon défi avec cette chaîne est de vous expliquer un sujet informatique complexe en moins de 10 minutes.»;
184.0;Biologie, médecine et paléontologie;Stop Science;https://www.youtube.com/user/StopScience;Paléontologie;;Paléontologues professionnels le jour, geeks la nuit, s'en donnent à cœur joie sur YouTube !
199.0;Technologie et informatique;Monsieur Bidouille;https://www.youtube.com/channel/UCSULDz1yaHLVQWHpm4g_GHA;Informatique-technologie-impression 3D-variété-Bidouille;« Monsieur Bidouille fabrique, explique, partage !»;
202.0;Arts et histoire de l’art;Art & Muse;https://www.youtube.com/channel/UC-Gakb-CMSC2zrHJsJh1L4w/featured;Art et féminisme;« Chaîne de vulgarisation sur l'histoire de l'art, une histoire de l'art féministe ! »;
187.0;Biologie, médecine et paléontologie;Un peu pointu;https://www.youtube.com/channel/UCj2sb4hak2L_UpW-1AQ6Qhw;Biologie;« Des vidéos un peu pointues. Mais pas trop. Mais un peu quand même. »;
198.0;Technologie et informatique;Micode;https://www.youtube.com/channel/UCYnvxJ-PKiGXo_tYXpWAC-w;Informatique;« Vous n'avez pas beaucoup de temps à consacrer à l'Informatique ? Moi si.»;
204.0;Arts et histoire de l’art;C'est une autre histoire (Manon Bril);https://www.youtube.com/channel/UCKjDY4joMPcoRMmd-G1yz1Q;Antiquité et bien plus encore;;Doctorante en histoire de l'art (à l’époque, mais docteure depuis peu !) et vulgarisatrice, présente des thématiques en courtes vidéos au rythme soutenu.
226.0;Musique;Kémon : la Science Musicale;https://www.youtube.com/user/KemonStudio;Musique-Histoire de la musique-Physique du son;« Je suis un musicien scientifique. Ça résume un peu tout. » Cependant, encore peu d’épisodes à contenu sur la chaîne.»;
232.0;Musique;Les AnecNotes;https://www.youtube.com/channel/UCEE9FbcjgG3EtctdfOndgtQ;Anecdotes-Histoires-musique générale;« Si vous voulez apprendre des anecdotes drôles, insolites et intéressantes sur des groupes de musique, ça se passe ici ! »;
222.0;Musique;Bardan Irving;https://www.youtube.com/channel/UCYGsp80XkjBRK3jARDVFCNA;Musique Classique-Histoire de la musique;« La chaîne des grands mouvements musicaux, et de leurs anecdotes croustillantes, mais également petite web-série »;
227.0;Musique;Kronomusik;https://www.youtube.com/channel/UC5C9-4yOwA1NR2NHzq_r69g;;« Le but de KronoMuzik est de vous intéresser à toutes sortes de sujets en rapport avec le monde de la musique dans un laps de temps le plus court possible, et d'ensuite vous rediriger vers d'autres personnes ou médias qui pourront vous en apprendre plus sur ces sujets. »;
318.0;Youtube dans le primaire;Raturix – Culture Geek;https://www.youtube.com/channel/UCHKD-o1f1qAHkHPjAgHapZw;Culture populaire;"« Salut à tous les gens. Dans la vie, il est bon de connaître certains sujets importants pour comprendre et agir sur notre monde, comme la littérature classique ou les guerres mondiales. Mais certaines personnes (comme moi), préfèrent les anecdotes, ou les sujets dont la maîtrise ne vous servira probablement pas, surtout quand ces sujets touchent à la culture dite ""geek"". Que veut dire ""Kodokushi"" ? Quel est le liquide le plus visqueux connu ? Quelle a été la première console de salon ? De quoi est mort Harry Houdini ? Quelle est la lettre la plus rare de l'alphabet ? Pourquoi ""janvier"" s'appelle ""janvier"" ? Qu'est- ce qu'il se bordel de passe au Japon ? Sur cette chaîne, en plus de critiques de films et de jeux vidéos, vous trouverez une réponse à toutes ces questions. »";
319.0;Youtube dans le primaire;Réseau Canopé;https://www.youtube.com/user/reseaucanope;Education nationale-maths-français-fondamentaux;« Placé sous tutelle du ministère de l’Éducation nationale, Réseau Canopé édite des ressources pédagogiques transmédias (imprimées, numériques, mobiles, TV), répondant aux besoins de la communauté éducative. Acteur majeur de la refondation de l’école, il conjugue innovation et pédagogie pour faire entrer l’École dans l’ère du numérique. »;
320.0;Youtube dans le primaire;Révisions Bac;https://www.youtube.com/user/moocfrancetveducbac;Philosophie-Histoire-géographie-anglais-méthodologie-dissertations-commentaires-baccalauréat-révisions;« francetv éducation vous propose des cours en ligne pour réviser le bac et développer sa culture générale. Les matières étudiées sont : la philosophie, l'histoire, la géographie et l'anglais. »;
323.0;Youtube dans le primaire;Science étonnante;https://www.youtube.com/user/ScienceEtonnante;culture scientifique générale-Physique-mathématiques-Médecine-Sciences cognitives;« Des vidéos pour raconter la science étonnante, amusante, passionnante et stupéfiante ! »;
327.0;Youtube dans le primaire;Trust My Science;https://www.youtube.com/channel/UC8gu-36a79TNI7fjJyYEzRA;Physique-Biologie;« Des confins de notre galaxie jusqu’au centre de la Terre, découvrez avec nous les mystères de l’Univers. »;
316.0;Youtube dans le primaire;Palais de la découverte;https://www.youtube.com/channel/UC1udnO-W6gpR9qzleJ5SDKw;Culture scientifique-Culture générale;« Le célèbre musée des sciences, au cœur de Paris, depuis 1937. »;
332.0;Youtube dans le primaire;Videoscience (collectif);https://www.youtube.com/channel/UCqso49d76__r5PlHRf_b9ZA;;« VideoSciences est une plateforme de vidéos de science en français ! Elle rassemble et fédère plusieurs acteurs de la vulgarisation scientifique proposant des contenus audiovidéos.»;
328.0;Youtube dans le primaire;Tu mourras moins bête;https://www.youtube.com/channel/UCKtG_lXZk4pRJkapfK0eprA;;« Le Professeur Moustache et son assistant Nathanaël expliquent les phénomènes scientifiques du quotidien. Chaque jeudi, un nouvel épisode !»;
317.0;Youtube dans le primaire;Professeur Knut;https://www.youtube.com/channel/UC6E7R4qEInihb9ftHoLlN3w;;« Dans ses vidéos, le Professeur Knut répondra à vos questions, toutes vos questions ! Oui oui, toutes. Mais à sa façon. »;
333.0;Youtube dans le primaire;Vidéothèque d'Alexandrie (collectif);https://www.youtube.com/channel/UCsqvprYnU8J8K449VAQZhsQ;;Pour plus d'information : http://videothequealexandrie.fr»;
223.0;Musique;Breakfast in Backstage;https://www.youtube.com/channel/UCIGBwNwDKxjCOUE-0HxtVLw;Musique contemporaine;"« Né de l'esprit insidieux de deux ""megamélomanes"" compulsifs, Kevin Letalleur et Alexis Lloyd, Breakfast In Backstage a pour vocation de raconter l'histoire de la musique avec un angle alternatif et humoristique. Se voulant être le pendant mélodique du Fossoyeur de Films, l'une des sources d'inspiration de la chaîne, BInB s'articule autour de trois programmes : l'émission éponyme publiée à un rythme mensuel le premier vendredi de chaque mois à une heure matinale, des Top 10 dont la mise en ligne est ""commise"" le mercredi soir de façon mensuelle également, et l'émission Il Etait Une Voix qui met en lumière un artiste en particulier. »";
193.0;Technologie et informatique;Deus ex Silicium;https://www.youtube.com/user/dexsilicium;Technologie-ingénierie-électronique;« DEUS EX SILICIUM est le premier projet francophone de chaine d'électronique dédiée à la science des semi-conducteurs et à leurs très nombreuses applications. Imaginée pour les ingénieurs, hackeurs, amateurs, étudiants, geeks ou passionnés de technologie, elle est diffusée en fullHD sur Youtube et Dailymotion. »;
210.0;Arts et histoire de l’art;Muséolepse;Muséolepse;Histoire de l’Art-Mésopotamie-astrologie-musée;« ★ Bienvenue sur ma chaîne ! Ici c'est Histoire, art et culture ! Je fais des vidéos sur la Mésopotamie et j'ai aussi une série sur l'astrologie étudiée du point de vue de l'Histoire ! Dans la vraie vie je suis en thèse, donc j'ai commencé un vlog de thèse pour vous raconter mes aventures à peu près.»;
207.0;Arts et histoire de l’art;L'artichaut;https://www.youtube.com/channel/UCs-co4VM68JvRHI7LvSoRbg;Art contemporain;« L'artichaut c'est un collectif de copains qui parle d'art, de toute sorte d'art sous toute sorte de formats. Avec de la peinture, de la littérature, de la photo, du cinéma, des questions bêtes, des quiz, des livres, des visites de musées... y'aura de tout en fait ! »;
221.0;Musique;Aurélien Montero;https://www.youtube.com/user/aurelienmontero/featured;Design sonore;« Je suis un compositeur & Sound-designer de 23 ans habitant à Paris. Je travaille notamment sur des jeux vidéo, des courts métrages et des films d'animation.»;
217.0;Arts et histoire de l’art;Samai Cédlart;https://www.youtube.com/channel/UCeV94bPERQK3_VqxxWRw6SQ;Art contemporain et classique;« Plastique et vidéo-ludique, jouons avec ces Arts ! Après, qui est César, chépa trop... »;
216.0;Arts et histoire de l’art;Sabine Pasdelou;https://www.youtube.com/channel/UCQMa1gqqiSAlP_Xwk0hBPSg;Histoire du 19e;« Je suis historienne de l'art, je parlerai donc de biologie moléculaire. »;
213.0;Arts et histoire de l’art;Pallas Athéné;https://www.youtube.com/channel/UCLsjb-32UWEOlsKggOfxnIg;Iconographie-curiosités Artistiques;;Surtout deux grandes émissions :
209.0;Arts et histoire de l’art;Mister PAAP;https://www.youtube.com/channel/UC0LSiywzFEnZIDbXyE3y7NQ;Art appliqués;;Prof dans le secondaire, vidéos éducatives intéressantes
201.0;Technologie et informatique;Teeknofil;https://www.youtube.com/channel/UCkuzDvHbHJ2BhAGXFOkOwAA;Informatique-piratage;« Chaîne YouTube d'un fada d'informatique. »;
260.0;Audio-visuel, cinéma et jeu vidéo;Karim Debbache (Crossed et Chroma);https://www.youtube.com/user/KarimDebbache;Théorie du Cinéma-Cinéma général-Cinéma de genre-nanars;« Salut à tous, c'est Karim Debbache, chroniqueur sur www.jeuxvideo.com, pour l'émission CROSSED. Bienvenue sur ma chaîne Youtube, consacrée au cinéma. Vous pourrez y retrouver les épisodes de CROSSED, qui est une émission de critique de films qui parlent de jeux vidéo. Mais aussi du de contenu supplémentaire, des bonus, évidemment, mais aussi, d'ici peu, de nouveaux concepts d'émissions. »;
278.0;Audio-visuel, cinéma et jeu vidéo;Un drop dans la mare;https://www.youtube.com/user/UnDropDansLaMare;Jeux vidéo-Art-documentaire;« Le site UnDropDansLaMare est l'interlocuteur de ceux qui souhaitent parler du jeu vidéo sérieusement. Nous vous proposons nos réflexions et nos réponses, vous invitant à tracer les nouvelles frontières auxquelles le jeu vidéo peut prétendre. Notre vision est celle d'un jeu vidéo qui peut être évoqué en profondeur, sans avoir à se soumettre à la dictature de l’humour ou au ciblage pré-adolescent. »;
285.0;Culture générale;Alt236;https://www.youtube.com/channel/UC1KxoDAzbWOWOhw5GbsE-Bw;Cinéma-bande dessinée-Cultures alternatives-Culture générale;« Heydihoh ! Bienvenue sur la chaine ALT236. Vous y trouverez des vidéos sur des thèmes... qui n'ont en commun que la passion qu'ils nous inspirent, et elle est vaste. Sans le savoir, vous êtes à un raccourci clavier de l'infini. »;
274.0;Audio-visuel, cinéma et jeu vidéo;Plein les pixels;https://www.youtube.com/user/pleinlespixels;Jeux vidéo;« Plein les Pixels est un petit collectif amoureux dont les membres se retrouvent ponctuellement pour la création d’émissions variées autours du jeu vidéo en long et en large, polygones compris.»;
256.0;Audio-visuel, cinéma et jeu vidéo;Esteban Grine;https://www.youtube.com/channel/UCXg4udeWdzZbaL8Y8otOLSw;Jeux vidéo-Game Studies-game design;« Je propose des Chroniques sur le jeu vidéo. Je fais principalement de la vulgarisation de Game Design & de Game Studies. Hein ? C'est quoi les Game Studies ?»;
282.0;Sport;Phenomara;https://www.youtube.com/channel/UCXMQvlUO7nZaps-d4fZfHuw;Sport en général-Histoire-Culture générale;« Hey ! Je m'appelle Iheb, j'ai 19 ans et je suis étudiant en com ! Ce que j'aime dans la vie ? Le sport (whaou quelle surprise), la photographie, la vidéo et la musique.»;
271.0;Audio-visuel, cinéma et jeu vidéo;Otherside Chronique;https://www.youtube.com/channel/UCbh42Dmxg7ecaUcCbBjOkuA;Transmédia-crossmédia;« Bienvenue dans Otherside, la chronique qui vous parle de l'autre côté de vos univers. »;
266.0;Audio-visuel, cinéma et jeu vidéo;Les showrunners;https://www.youtube.com/user/lesshowrunners;Séries télé;« L'équipe des ShowRunners vous parle de séries télé en video, boit beaucoup de thé et aime d'amour Gilian Anderson. »;
273.0;Audio-visuel, cinéma et jeu vidéo;"PILOTE la
chronique série";https://www.youtube.com/user/glitchmoviespr;Séries télévisuelles;« PILOTE est une chronique qui traite et analyse les séries. »;
272.0;Audio-visuel, cinéma et jeu vidéo;Pier-re;https://www.youtube.com/channel/UCcElGW0bhK4Wd5f8fluj0Cg;Jeu vidéo;« Des formats, du jeu vidéo, de l'amour. »;
311.0;Youtube dans le primaire;Le Prof du web;https://www.youtube.com/user/leprofduweb;Brevet-bac-révisions;« Tu passes le Bac ? Le Bac français ? Tu prépares un DS ? Leprofduweb propose de réviser les Mathématiques, le Français, la Philo, la Physique-Chimie, l'Histoire-Géo ou la SVT grâce à des vidéos synthétiques et dynamiques. En 5 minutes, tu comprendras une notion avec des exemples et des conseils méthodologiques. Des cours sont mis en ligne régulièrement, alors abonne-toi à notre chaîne ! »;
312.0;Youtube dans le primaire;Les bons profs;https://www.youtube.com/user/lesbonsprofs;Brevet-bac-révisions-troisième-lycée;« Retrouvez des centaines de rappels de cours et de méthodes pour le collège et le lycée présentés par des profs de l'Education nationale. Des difficultés pour comprendre une notion ? Revoyez-la en quelques minutes. Les vidéos vont droit à l'essentiel, pas de blabla ! Plus de vidéos et d'exercices accessibles gratuitement sur http://www.lesbonsprofs.com »;
310.0;Youtube dans le primaire;Le Point Genius;https://www.youtube.com/channel/UCXO8f8SAVP02zSAxnSvtYHw;Science-Physique-Astronomie;« Le monde se divise en deux catégories : les génies d'un côté, et ceux qui racontent leur histoire. Moi, je raconte leur histoire ! Chaîne consacrée aux génies en tout genre et à leurs inventions qui ont changé notre monde et notre mode de vie. »;
306.0;Youtube dans le primaire;La minute science;https://www.youtube.com/user/LaMinuteScience;Astrologie-Biologie;« La science moderne est un admirable monument qui fait honneur à l'espèce humaine et qui compense (un peu) l'immensité de sa bêtise guerrière. » - H. Reeves Disclaimer : Ceci est une chaine d'info-divertissement et non une chaine éducative :)»;
308.0;Youtube dans le primaire;La Main baladeuse;https://www.youtube.com/channel/UC4V8l0YMJ3IAOToCX5SdVug/;Mathématiques-Physique-Biologie-vidéos courtes;« Des vidéos de science avec des dessins et aussi une main. »;
292.0;Culture générale;Castor Mother;https://www.youtube.com/channel/UCfO4BQD5_S1272GVmuXmTxA;Animaux;"« Oui ; ""Castor Mother"" c'est un clin d’œil à Père Castor, Parce que j'en ai des histoires à vous raconter !»";
299.0;Youtube dans le primaire;D’où ça vient ?;https://www.youtube.com/channel/UCWMjHUlcQpDPCDmwQOncoPg;Culture générale-Histoire-Sciences;;Des vidéos animées de quelques minutes.
293.0;Youtube dans le primaire;C'est pas sorcier;https://www.youtube.com/channel/UCENv8pH4LkzvuSV_qHIcslg;Culture scientifique-Culture générale;« C'est pas sorcier, la chaîne officielle.»;
286.0;Culture générale;Arkeotoys;https://www.youtube.com/channel/UCoRReVQsekQ-tOwUo-lCOpA;Jeux-jouets-culture pop;« ArkeoToys l'émission qui déterre les trésors de ton enfance!»;
287.0;Culture générale;Axolot;https://www.youtube.com/user/Axolotblog;Curiosités-merveilles-Histoires étranges-sources d'étonnement;;Le cabinet de curiosités de YouTube !
137.0;Physique-chimie et astronomie;Profroques;https://www.youtube.com/user/profroques;Physique-Chimie-lycée-baccalauréat;« Je vous souhaite la bienvenue sur ma chaîne Prof Roques qui est destinée principalement à mes élèves. Les capsules vidéos proposées s'inscrivent dans une pédagogie par classe inversée en physique-chimie et le contenu dépend de ce qui a été fait en classe.»;
136.0;Physique-chimie et astronomie;Prof Okita;https://www.youtube.com/channel/UC2qLXSbTeNI3bHkfrHGvn1g;Physique sur des thématiques de jeux vidéos;« Comment fabriquer l'armure d'Iron Man ? Peut-on faire un double saut ? Devenir invisible ? Détruire le monde ? Marre des cours de sciences rébarbatifs ? Les profs ne répondent pas aux vraies questions ?»;
