Ordre;Discipline;Nom de la chaine YouTube;URL de la chaine YouTube;Mots-clés;Description (par le/la vidéaste);Description (par l'auteure du rapport)
128.0;Physique-chimie et astronomie;La minute scientifique;https://www.youtube.com/channel/UCZBl7JF_ldmpbN4VuOpHLeA;Physique-Chimie-Biologie-matériau;« Chaîne de vulgarisation scientifique. Retrouvez régulièrement une vidéo de quelques minutes expliquant un phénomène, un concept scientifique. Membre de l'association Café des Sciences »;
144.0;Physique-chimie et astronomie;Skyray;https://www.youtube.com/channel/UCiqkVu9-mrMQygfBQansF1Q;Astronautique-Astronomie;« Votre journal traitant d'astronautique et d'astronomie au travers d'histoires diverses et variées survenues lors de la conquête et de l'exploration spatiale ou plus simplement d’expériences personnelles. »;
123.0;Physique-chimie et astronomie;Docteur Nozman;https://www.youtube.com/user/DrNozman;Objets et faits surprenants;;Premier YouTubeur scientifique francophone avec près de 2,5 millions d’abonnés, Docteur Nozman vulgarise la science en général très superficiellement mais de façon très efficace.
135.0;Physique-chimie et astronomie;Passe-Science;https://www.youtube.com/channel/UCsz9DiwPtgDvxJ-njWnieZw;Physique-mathématiques;« Chaîne de vulgarisation scientifique. Vous y trouverez des vidéos dans un format court et compact sur des points précis. Sujets variés, de la physique aux mathématiques. »;
125.0;Physique-chimie et astronomie;Florence Porcel;https://www.youtube.com/channel/UC9HapjjoLqdDNwKEWQRaiyA;Astronomie-Univers-Mars-spatial;« L'actualité des sciences de l'Univers et du spatial, c'est dans La folle histoire de l'Univers. Les bourdes trouvées à la télévision, c'est dans Les perles du PAF.»;
131.0;Physique-chimie et astronomie;Le Prof de Physique;https://www.youtube.com/channel/UCSFrClFUu6DZ8oUZYAiOOrQ;Lycée-baccalauréat-L, ES, S-rattrapage-TP;« De la physique, de la chimie, des cours, de la culture scientifique et même de la science-fiction. »;
140.0;Physique-chimie et astronomie;Science étonnante;https://www.youtube.com/user/ScienceEtonnante;culture scientifique générale;« Des vidéos pour raconter la science étonnante, amusante, passionnante et stupéfiante ! »;
120.0;Physique-chimie et astronomie;Astronogeek;https://www.youtube.com/channel/UC5X4e8ScZI2AFd_vkjSoyoQ;Astronomie;« AstronoGeek, c'est une chaîne dédiée à la vulgarisation de l'astronomie. Bordel de merde. »;
238.0;Musique;Révisons nos classiques !;https://www.youtube.com/channel/UCZHPwKyeypWwU8SNJSzQhCw;Musique classique-compositeurs célèbres-Histoire de la musique;« On connait tous un peu de musique classique, même si c'est seulement grâce à une publicité, un film ou même un jeu vidéo, mais pas toujours facile de mettre un nom ou un visage sur ce qu'on entend. Avec Révisons Nos Classiques, venez découvrir ou redécouvrir les grands tubes du classique à travers la vie de leurs compositeurs ! »;
233.0;Musique;Métalliquoi;https://www.youtube.com/channel/UC_17P1ruDpCVujf7C_SxhOA;Métal-heavy metal-hard rock...;« Metalliquoi ? est une émission explicative/humoristique sur le Metal. Les vidéos sont faites pour apprendre ce qu'est vraiment le Metal à ceux qui ne le connaissent pas/peu, et pour divertir les métalleux en leur apprenant 2 ou 3 choses qu'ils ne savaient pas :) »;
228.0;Musique;L’instrumentarium de l’insolite;https://www.youtube.com/channel/UCSdQBJnDbYBnanpOfJMlyYw;instruments de musique-instruments rares;« Altiste, violoniste et musicienne intervenante de profession je suis passionnée par les instruments en tous genres. L'Instrumentarium de l'Insolite est une émission YouTube spécialisée sur l'organologie.»;
224.0;Musique;Enjoy The Noise;https://www.youtube.com/user/Ticheurte;Histoire de la musique-clés de lecture des œuvres;« Bienvenue sur Enjoy The Noise, la chaîne qui veut vous faire découvrir, écouter et ressentir la musique ! Et pour cela, je vous propose trois émissions :»;
234.0;Musique;Monsieur Ornicar;https://www.youtube.com/channel/UCFNHIm8HBqOz3Qs0hbN94gA;Composition-ingénierie du son;« Monsieur Ornicar n'est pas là. … Parfois, il réapparaît furtivement pour une petite gourmandise musicale. »;
242.0;Musique;SillaBO;https://www.youtube.com/channel/UCk-gLaqukzL7MCVSv6oOhLA;Musique de film;« Temple dédié à la musique de film, à travers l'étude de la collaboration entre un compositeur et un réalisateur, et l'analyse de bandes originales.»;
237.0;Musique;Pvnova;https://www.youtube.com/user/pvnova;Son-enregistrement du son-styles musicaux-studio;« Vulgarisation musicale et scientifique, chansons, trucs et machins chouettes. »;
239.0;Musique;Salut les Mélomanes !;https://www.youtube.com/channel/UCFLrKHR80X6avG9CHZFIh8Q;Musique classique-musiques de films-composition-compositeurs;« Salut les mélomanes !»;
230.0;Musique;Le Compositeur;https://www.youtube.com/channel/UCGGihKiL7BI9cLLwANHy6Eg;Composition musicale-harmonie-théorie musicale-pratique musicale-logiciels…;;Vidéos sur :
236.0;Musique;Otomj;https://www.youtube.com/user/otomj;;;"« LA chaîne musicale ;) »"
189.0;Biologie, médecine et paléontologie;Vincent jase;https://www.youtube.com/channel/UC4FSWLjT6TooU3hi8vQVI6g;Esprit critique-santé-Médecine;« Scientifique verbomoteur, curieux insatiable, sceptique joyeux, nerd. Vincent jase de sciences, de pseudo- sciences et de tout ce qu'il y a entre les deux ! »;
170.0;Biologie, médecine et paléontologie;Le Pharmachien;https://www.youtube.com/user/LePharmachien;Pharmacie-Médecine;;Essentiellement des vidéos humoristiques sur le métier de pharmacien, mais quelques hors-série davantage tourné sur la santé.
175.0;Biologie, médecine et paléontologie;M-Gigantoraptor;https://www.youtube.com/user/AstroPaleoBMW;Paléontologie;« Voici notre chaîne YouTube, chaîne portant principalement sur la théorie de l'évolution, la zoologie, la paléontologie et le scepticisme.»;
183.0;Biologie, médecine et paléontologie;Simplex Paleo;https://www.youtube.com/channel/UCej7tmvtZ_ex9dZE-ZYS0EQ/featured;Paléontologie;« Qu'est-ce que le précambrien, le mésozoïque, le permien? Quel âge à la Terre ? Quand est apparue la vie»;
177.0;Biologie, médecine et paléontologie;PaléoWorld;https://www.youtube.com/channel/UCetUcOmlHbepmh6NLea9l5g;Paléontologie-géologie;"« En bref ; une chaîne de vulgarisation autour de la paléontologie, l'évolution, la géologie. »";
172.0;Biologie, médecine et paléontologie;Matadon;https://www.youtube.com/channel/UCljzenfKIP4yauZGpK4TTAw;Agriculture-OGM-alimentation;;Chaîne consacrée aux questions scientifiques du débat OGM / bio.
181.0;Biologie, médecine et paléontologie;Professeur Feuillage;https://www.youtube.com/channel/UCGl2QLR344ry4Y20RV9dM3g;Ecologie-environnement;;Axé écologie (avec un humour vraiment spécial...)
174.0;Biologie, médecine et paléontologie;Melvak;https://www.youtube.com/channel/UCXmsYqZMEJU3y_J8V-sW4NQ;Océanographie;« Vous aimez la mer et tout ce qui s'y trouve ? Alors bienvenue chez Melvak !»;
173.0;Biologie, médecine et paléontologie;Medifact;https://www.youtube.com/channel/UCOhW7sWI8IeAi0ZYe-P3qRg;Médecine-méthodologie;« Chaîne de littératie en santé.»;
178.0;Biologie, médecine et paléontologie;Parlons évolution;https://www.youtube.com/channel/UCJ6-SDZAKKBm7c6p-eD6c5Q;Biologie;;Trois types d’épisodes :
27.0;Langue française, langues et linguistique;Kif kif bourricot;https://www.youtube.com/channel/UClgn1YAOlHPHNuhamI-GyAQ;Linguistique française-étymologie-expressions idiomatiques;« Kif-kif Bourricot ou comment à partir d'une expression vous en mettre dans le ciboulot. Retrouvez Expressions de comptoir, notre première émission avec Christophe le barman cultivé et Franck le grand amateur de boisson. Ils vont décortiquer des expressions françaises afin de vous faire découvrir leurs origines, leurs variantes et leurs équivalents à l'étranger. »;
44.0;Histoire;Nota Bene;https://www.youtube.com/user/notabenemovies;Histoire-sensibilisation-découverte;« Nota Bene est une émission dans laquelle j'essaye de comprendre l'Histoire avec un grand H avant de vous la transmettre. Le but est de faire découvrir de nombreux sujets en rapport avec l'histoire de façon légère et compréhensible, autrement qu'avec des énumérations de dates ! N'oubliez pas de toujours prendre du recul avec ce que vous lisez / voyez / écoutez :) »;
21.0;Lettres et littérature;Rendez-vous contes !;https://www.youtube.com/channel/UCVsO79cFjOcoei3PywQEWDA;Mythe-mythologie-légendes-contes;« Si vous aimez voyager et découvrir ou redécouvrir des contes et des légendes, alors vous êtes au bon endroit ! :) Venez vous balader en Bretagne (Finistère, Morbihan, Ille- et-Vilaine), Savoie, Gironde, Alsace et à Paris, Bordeaux, et même à Poudlard !»;
34.0;Langue française, langues et linguistique;Lyokoï;https://www.youtube.com/channel/UCoB1M5fbdQRGW05ubC3WjmA;Etymologie-langue française-écriture;;Bénévole sur le Wiktionnaire: courts formats sur l'étymologie et la lexicographie sur le même format que le Wiktionnaire: définition + étymologie + attestations sourcées
26.0;Langue française, langues et linguistique;John Khatal;https://www.youtube.com/channel/UCby-z5MMfbJVfecN6pTb8Aw;linguistique générale-linguistique diachronique-Littérature classique;« Tu t'ennuies pendant les vacances et tu as envie de te cultiver un peu ?»;
25.0;Langue française, langues et linguistique;Elles comme linguistes;https://www.youtube.com/channel/UC8miF2H8VfLDDGeslNaWHfQ;Sciences du langage-Sciences cognitives-Sciences sociales-psycholinguistique-langue française;« Elles Comme Linguistes présente...»;
30.0;Langue française, langues et linguistique;Langue des signes;https://www.youtube.com/channel/UC3rbgmQApsfAhvQ5Oa0azsQ/videos?disable_polymer=1;Surdité-langue des signes française-LSF;« Chaîne pour apprendre la langue des signes française (LSF). »;
22.0;Lettres et littérature;Tes grands auteurs en petits morceaux;https://www.youtube.com/channel/UCjdpk8jgWwkFaf781O-gN0w;Histoire-Histoire littéraire-auteurs-autrices-biographies;« Des biographies de grands auteurs pour les petits et les grands. »;
47.0;Histoire;Pour la petite histoire;https://www.youtube.com/user/PourLaPetiteHistoire;Vidéos courtes;« “L'histoire est un perpétuel recommencement. ” – Thucydide Disclaimer : Ceci est une chaine d'infodivertissement et non une chaine éducative :) »;
24.0;Langue française, langues et linguistique;Code Mu;https://www.youtube.com/user/codemutv;Vocabulaire-Jargons;« Qui a dit qu'on ne pouvait pas s'éclater autour des mots de la langue française ? »;
91.0;Philosophie et esprit critique;Instant sceptique;Instant sceptique;Esprit critique-scepticisme-philosophie-Société;;Les épisodes, de durée très variable (de 10 à 75 minutes !), sont soit des entretiens avec des professionnels  (chercheurs,  professeurs, sociologues,…) soit des explications sur des notions d’esprit critique (le doute, le rasoir d’Occam, etc.).
116.0;Mathématiques;Science4all;https://www.youtube.com/channel/UC0NCbj8CxzeCGIF6sODJ-7A;mathématiques, théorie des jeux, planétologie, Physique, Sciences;« Hello ! Je m'appelle Lê Nguyên Hoang (appelez-moi Lê), et j'adore les maths, la physique et les sciences en général. Science4All est ma chaîne francophone.»;
109.0;Mathématiques;Hans Amble;https://www.youtube.com/channel/UCDjXdK_Jg_0OqRlRhKiZ_Rw;Mathématiques-programme scolaire-cours;« Chaîne créée en mars 2016 : Vidéos avec cours et exercices de maths. Des corrigés des sujets récents de bac en S, ES, STMG avec les spécialités.»;
106.0;Mathématiques;Automath;https://www.youtube.com/channel/UC5v3n77j1YPvgS46-4G6qlg;Mathématiques;« Automaths est une chaîne de vulgarisation mathématique. Les formules vous effraient ? Les équations vous horrifient ? Oubliez-les donc, et découvrez la beauté mathématique autrement ! »;
89.0;Philosophie et esprit critique;Horizon Gull;https://www.youtube.com/channel/UCGeFgMJfWclTWuPw8Ok5FUQ/featured;Esprit critique-psychologie social-biais cognitifs-Société;« Chaîne officielle du blog Hacking social (www.hacking- social.com/)»;
112.0;Mathématiques;"L.P.B.
Mathvidéos";https://www.youtube.com/user/lyceebourdanmaths;Mathématiques-collège-soutien;« Soutien scolaire gratuit donné par les professeurs de mathématiques du lycée Pierre Bourdan de Guéret. »;
101.0;Philosophie et esprit critique;Temps Mort;https://www.youtube.com/channel/UCJLsfsSpIiUBPvYYSUAclrw;Zététique-Esprit critique-complotisme-spéléologie !;;Essentiellement trois émissions :
117.0;Mathématiques;Yvan Monka;https://www.youtube.com/user/YMONKA;Mathématiques-cours-fin primaire-collège-lycée;« Professeur de mathématiques en lycée (Académie de Strasbourg), je partage :»;
114.0;Mathématiques;MicMath;https://www.youtube.com/user/Micmaths;Mathématiques-mathématiques des jeux-math et football-origami-géométrie;;Docteur en mathématiques et vulgarisateur professionnel.
103.0;Économie;Heu?rêka;https://www.youtube.com/channel/UC7sXGI8p8PvKosLWagkK9wQ;Economie-finance-bourse;« Heu?reka : vulgariser la finance et l'économie. »;
151.0;Biologie, médecine et paléontologie;Ascl&pios;https://www.youtube.com/channel/UCDqEttzOpPbDoeC05HRPPDQ;Médecine-Histoire-Anecdotes-Maladies-Traitements-Médicaments;« La Médecine à l'ancienne, genre... Vraiment à l'ancienne La chaîne est dédiée à l'Histoire de la Médecine, appuyée par les grandes expériences qui ont fondé la Médecine moderne, la compréhension des épidémies les plus mortelles et les plus insolites, avec des documents d'époque (parce que c'est cool les belles images, et les petites gravures), des fois on saupoudre tout ça avec des conneries...»;
146.0;Physique-chimie et astronomie;String Theory;https://www.youtube.com/channel/UCfxwT02Bu5R7l21uMAu8H1w;Physique-Astrophysique-robotique-Chimie;« String Theory c'est le rendez-vous hebdo de la science pop ! Tous les jeudis à 18h, retrouvez une vidéo inédite de vos Youtubeurs science préférés sur String Theory !»;
156.0;Biologie, médecine et paléontologie;Cervelle d’oiseau;https://www.youtube.com/channel/UC2EYhsS52ykT6sQH5FXoY7g;Biologie-animaux;;Vidéos et re-diffusions de podcasts consacrées au règne animal, et notamment leurs capacités cognitives ou leurs organisations sociales…
145.0;Physique-chimie et astronomie;Stardust – La Chaîne Espace;https://www.youtube.com/channel/UCdL3UpiseRlvxXuORJjmqZw;Astronomie;« Série d'émissions consacrées à l'exploration spatiale et l'astronomie. Chroniques sur la science dans le cinéma et les séries TV. »;
152.0;Biologie, médecine et paléontologie;Aviscene;https://www.youtube.com/channel/UCGmofCPlLo0W4L7HNfrHgEg;Médecine-Vlog-études;« Etudiant en médecine le jour, youtubeur la nuit. Je crois qu'il me manque des heures de sommeil. »;
162.0;Biologie, médecine et paléontologie;GénétiX;https://www.youtube.com/channel/UCv5MaoOOO9HervWWHZwwOjg;Génétique;« Une chaine youtube pour parler de biologie, notamment de génétique mais aussi de ma transidentité. »;
149.0;Biologie, médecine et paléontologie;Antomologie;https://www.youtube.com/channel/UC5Xp3SIgoA1DdWQT2OcWoOQ/featured;Entomologie-myrmécologie-fourmis-insectes;;Vidéos de myrmécologie.
147.0;Physique-chimie et astronomie;Techniques spaciales;https://www.youtube.com/channel/UCwf-gTeemly9VOVALdBXiTw;Astronomie;« Chaine de curiosité scientifique sur les technologies spatiales. »;
167.0;Biologie, médecine et paléontologie;La p'tite Jane;https://www.youtube.com/channel/UCMRIeHMKRW8gAFULPToat4Q;Biologie;;Voir surtout l’émission In Cellulo.
155.0;Biologie, médecine et paléontologie;Cédrik Jurassik;https://www.youtube.com/channel/UCpZODzFU3297WtWnnB8j6vQ;Paléontologie;« Salut les trilobites!»;
40.0;Histoire;Aude GG;https://www.youtube.com/channel/UC_Ll41JS0VQO9L1iOv6LDQg;Histoire des femmes-féminisme;;L'émission Virago, présentée par la comédienne Aude Grogny-Goubert, revient sur de grandes figures historiques féminines.
41.0;Histoire;Boneless;https://www.youtube.com/channel/UC7ktqoCpxEbP9TV-xQLTonQ;Archéologie-expositions;« Ici le Dr. Kerner, préhistorienne et thanato-archéologue qui vous parle de faits préhistoriques et mortuaires étonnants.»;
48.0;Histoire;Questions d'Histoire;https://www.youtube.com/channel/UCCGRtSqLfljpX9mzCYDsQIg;;« Parfois je me pose des questions sur l'Histoire. Et j'y réponds. Questions d’Histoire est une chaine de vulgarisation historique traitant de nombreuses thématiques et problématiques. Plusieurs formats sont développés :»;
45.0;Histoire;Parlons y- stoire;https://www.youtube.com/user/ParlonsYstoire/featured;Histoire-collège-lycée;;Vidéos bien axées secondaire par un professeur du secondaire.
80.0;Philosophie et esprit critique;Aldreius;https://www.youtube.com/channel/UCw3w5FFPq3HyxeNw2KPJfLg;Zététique-esprit critique;« Si toi aussi tu aimes les analyses subjectives mais argumentées, les critiques avec un avatar animé, Bienvenue sur ma chaîne. Si j'ai pas la flemme je fais aussi des tops. NON, pas comme Univers du Top ou autre chaîne cancer comme Lama fâché. Si tu aimes mes vidéos n’hésite pas à commenter, si toute fois tu n'aimes pas il y a le pouce rouge à droite en dessous. (…)»;
72.0;Société et éducation civique;LexTutor;https://www.youtube.com/user/NunyaFR/featured;Droit;"« Lex Tutor est une émission de fiction et d'éducation populaire autour du Droit. ""Vous êtes-vous déjà demandé pourquoi vous aviez le droit de faire certaines choses, et pas le droit d’en faire d’autres ? D’ailleurs, vous êtes-vous déjà vraiment demandé pourquoi vous aviez… le Droit ? »";
64.0;Société et éducation civique;C’est jeune et ça sait tout;https://www.youtube.com/watch?v=azhGEGcddpQ;Société-actualité-politique;;Podcast de plus d’une heure pour chaque épisode, rassemblant des personnalités de YouTube et d’en- dehors, pour parler de sujets touchant plus particulièrement les jeunes.
60.0;Société et éducation civique;911 avocats;https://www.youtube.com/channel/UC1g4lZctFqTpZDrJEiw9Qug;Droit-études juridiques;« 911 Avocat est une émission de vulgarisation juridique. Son but: expliquer de façon simple et légère le droit qui s'applique aux vidéos sur internet.»;
74.0;Société et éducation civique;Marketing Mania;https://www.youtube.com/channel/UCSmUdD2Dd_v5uqBuRwtEZug;Marketing-publicité-biais cognitifs;« La chaîne de la vente intelligente : Marketing – persuasion – storytelling – études de cas.»;
73.0;Société et éducation civique;Marinette, femmes et féminisme;https://www.youtube.com/channel/UCcP3HpPMKiQHsj7qDzu3q6g;Féminisme-droits des femmes;;Des vidéos sur les droits des femmes par la journaliste Marine Périn.
85.0;Philosophie et esprit critique;Dany Caligula;https://www.youtube.com/channel/UCxJka_qnTVquoIL-PQV5POg;Philosophie générale-politique-Société-Doxa;;L’émission Doxa de la chaîne plus généraliste Dany Caligula :
68.0;Société et éducation civique;Docteur Ripeur;https://www.youtube.com/channel/UCz22aBb91UYiY8oU9hTrPYg;Travail-Entreprise-Patronat;« La politique expliquée par un éboueur en carton. »;
52.0;Géographie et géopolitique;Géozone;https://www.youtube.com/channel/UCp6rG9KqxwsdwgVY1D2dqWA/featured;Géographie-démographie;« Bienvenu dans la Geozone !»;
82.0;Philosophie et esprit critique;Curiosity Catalyst;https://www.youtube.com/user/geoffreyspot;Zététique-esprit critique;« Salut à toi.»;
247.0;Audio-visuel, cinéma et jeu vidéo;Amazing Lucy;https://www.youtube.com/channel/UCVdlvOXPHiH4ySKSqfoQYhQ;Cinéma;« Cinéphile redoutable et critique de films qui ont des choses à dire. »;
229.0;Musique;L’opéra et ses zouz;https://www.youtube.com/channel/UCHL0yzuBvMDqY2DVoKep3EQ;Opéra-musique classique-voix;« Un opéra, quand tu le résumes, c'est comme les feux de l'amour. »;
245.0;Musique;Vled Tapas;https://www.youtube.com/user/LeSetBarre;Musicologie;« Le Set Barré est une série de vidéo traitant de la musique dans la pop culture. »;
218.0;Arts et histoire de l’art;Sos Art;https://www.youtube.com/channel/UCzi49Gp-XX9m5foHOWWGKeA;Art contemporain;« Bonjour à tous et bienvenue !»;
241.0;Musique;SiFaSi'le;https://www.youtube.com/channel/UCwAwQeqM6bFwQ6kN6oqbxCQ;Composition-apprentissage-solfège;« Salut moi c'est Will !»;
143.0;Physique-chimie et astronomie;Scilabus;https://www.youtube.com/user/scilabus;expérimentation sur des questions de la vie de tous les jours;« Scilabus est une chaine de vulgarisation scientifique où on se laisse guider par la curiosité. Expériences, découvertes et explications pour avoir un autre regard sur la science ! »;
139.0;Physique-chimie et astronomie;Scicos;https://www.youtube.com/channel/UCIPAu43SNmPwqbjFmUYxLdg;Physique-Astronomie;« Bienvenue sur la chaîne de Vulgarisation Scientifique du nom de Scicos ! Vous trouverez sur cette chaîne des vidéos d'une durée inférieure à 5 minutes sur des points précis du cosmos pour un public débutant mais aussi avancé. »;
132.0;Physique-chimie et astronomie;Le Réveilleur;https://www.youtube.com/channel/UC1EacOJoqsKaYxaDomTCTEQ;Environnement-pollution-réchauffement climatique-économie;« Les connaissances que j'ai accumulées m'ont convaincu que les impacts environnementaux vont considérablement changer la façon dont nos sociétés se pensent et s'organisent.»;
115.0;Mathématiques;Professeur Culture précieuse;https://www.youtube.com/channel/UCC_Uk-ByD_o3ZvsvRvHlX-A;Culture générale mathématique;« Bonjour amateurs de savoir inutile ! Bienvenu pour recevoir un peu de savoir mathématiques qui vous ferra briller en société. »;
126.0;Physique-chimie et astronomie;Jensky;https://www.youtube.com/channel/UCY7WOOsRoHAXSO4hhhAkVVQ;Physique-Astrophysique-Astronomie-Histoire des Sciences;« De tout sur la science : Conférence / Documentaire / Intervention scientifique. »;
133.0;Physique-chimie et astronomie;Le Sense of Wonder;https://www.youtube.com/channel/UCjsHDXUU3BjBCG7OaCbNDyQ;Astronomie-Astrophysique;« Une émission sur la Vie, l'Univers et le Reste... Mais surtout l'Univers. »;
122.0;Physique-chimie et astronomie;Dimension;https://www.youtube.com/channel/UCiw_8x43hludK0PhuN9AJGg;Sciences-Physique-Chimie-Astronomie-Mathématiques;;Depuis 2015, la chaîne parle de sciences dites
124.0;Physique-chimie et astronomie;Experimentboy;https://www.youtube.com/user/experimentboyTV;Expérience-explosion-fabrication-mécanique-électronique;;Expériences et explosion dans un jardin !
121.0;Physique-chimie et astronomie;Big Universe;https://www.youtube.com/channel/UC7aa3M8yLy0NRy4Lf1jJ5vg;Astronomie-astronautique;« Vidéaste amateur passionné d'espace et d'astronomie »;
148.0;Physique-chimie et astronomie;We are Science;https://www.youtube.com/channel/UCjYuVL-F6Ce3rx_z83cXUmw;Physique, Astronomie;« Bienvenue sur la chaîne !»;
51.0;Histoire;Télé-Crayon;https://www.youtube.com/channel/UCX2dIyMEQMWy3AQBlq1CYXQ;Histoire et géographie-Cartographie;« La chaîne YouTube qui veut traiter toute l'histoire de A à Z. Sur TéléCrayon vous trouverez une vidéo pour chacun des grands événements de l'histoire, car ici, le but est de raconter TOUTE l'histoire de manière superficielle.»;
62.0;Société et éducation civique;Angle droit;https://www.youtube.com/channel/UC_KidpuCqhbvqZedgq2DPpA;Droit-études juridiques;« Perdu dans la jungle des arrêts du droit administratif, dans les limbes des décisions du Conseil Constitutionnel ou entre les différences entre les systèmes juridiques ? Pas de panique !»;
67.0;Société et éducation civique;Des médias presque parfaits;https://www.youtube.com/channel/UClqXzMdc8hCC6PWRTBSYfgg;Médias;« Des médias presque parfaits est la chaîne qui vous parle des médias, de tous les médias, pour les comprendre, les analyser, sans les juger.»;
59.0;Géographie et géopolitique;Utopia Universe;https://www.youtube.com/channel/UCCEnEn-a-1XI3VKMzvk2fSg;Urbanisme;« BIENVENUE A UTOPIA ! mon petit univers :) - la chaîne débute donc elle est encore peu fournie mais je compte me rattraper.»;
71.0;Société et éducation civique;Le Labo de la Légiste;https://www.youtube.com/channel/UCnalsHjhMJZ0CM0dQuunBww;Société-Politique-psychologie sociale;« Dissection, autopsie et mise en lumière des zones d'ombre de nos sociétés. »;
69.0;Société et éducation civique;Fils de Pub;https://www.youtube.com/channel/UCOA6N3AUAr1Y5c9bShaM4Vw;Publicité-marketing-esprit critique;« Analyse critique et sarcastique des réclames qui habitent notre quotidien »;
76.0;Société et éducation civique;On en parle… ou bien ?!;https://www.youtube.com/channel/UCIAT37ZEoaqdqXjR1aZsyeA;Questions de Société;« Nous vivons dans un monde WTFesque ! On en parle...ou bien ?! »;
61.0;Société et éducation civique;Accropolis;https://www.youtube.com/channel/UCqv_wXmLSFtTDA39HQaLssQ;politique;« Accropolis est une chaîne de vidéos innovante qui décrypte l’actualité politique française.»;
54.0;Géographie et géopolitique;Hugo décrypte;https://www.youtube.com/channel/UCAcAnMF0OrCtUep3Y4M-ZPw;Géopolitique;« YouTube + l'actualité expliquée = HugoDécrypte »;
70.0;Société et éducation civique;Juris Planet;https://www.youtube.com/channel/UC8ZFaiEUQEdZyZkMQ4gcXLQ;Droit-Société;« Vous trouvez le droit compliqué ?»;
347.0;Méthodologie;Révisions Bac;https://www.youtube.com/user/moocfrancetveducbac;Méthodologie-dissertations-commentaires de texte-baccalauréat-révisions;« francetv éducation vous propose des cours en ligne pour réviser le bac et développer sa culture générale. Les matières étudiées sont : la philosophie, l'histoire, la géographie et l'anglais. »;
342.0;Psychologie;Va te faire suivre – psychologie;https://www.youtube.com/channel/UChFFI2gJFbOCRMapUxboIMA;Psychologie-psychopathologie-psychanalyse;« Va te faire suivre est une chaine de vulgarisation de concepts de psychologie clinique, de psychopathologie et de psychanalyse. La vulgarisation de ces concepts se base sur une culture plus ou moins geek. »;
348.0;Méthodologie;Scienticfiz;https://www.youtube.com/channel/UCIUbSRKVVOpWl_xB3soLU1g;Chaîne par des collégiens-mathématiques-Physique-philosophie-Société;« Vous aimez être surpris ? Vous êtes curieux de tout ? Découvrez les vidéos scientifiques réalisées au collège Henri Becquerel. »;
339.0;Psychologie;Monna Weirdnesday;https://www.youtube.com/channel/UCS6tuOQGr3XH9MpN2HaUAxA/featured;Psychologie clinique-psychiatrie-Médecine;« En Nos Troubles, émissions sur les troubles psychiatriques. »;
340.0;Psychologie;PsychoCouac;https://www.youtube.com/channel/UCsE6tdKFV2oSHFyDll72rWg;Psychologie générale-psychologie clinique;« Et plop !!! une chaîne qui va parler de la maladie mentale !!!! »;
345.0;Méthodologie;Mathrix;https://www.youtube.com/channel/UCdH4RLzP9UIxV299clvj1rg;Motivation-conseil-révisions;« ACTIVE TON MODE MACHINE ! Cours de Maths,»;
8.0;Lettres et littérature;Le Mock;https://www.youtube.com/channel/UC2XIqez2q8sk2bd8YcAok5Q;Littérature française-Littérature classique-concepts littéraires;« Le Mock est une émission de critiques de la littérature classique française. L'objectif, c'est un peu de la vulgarisation, c'est montrer que la littérature classique l'est pour une bonne raison. C'EST DE LA BALLE.»;
11.0;Lettres et littérature;Les p'tites Leds;https://www.youtube.com/channel/UCKlALB5Gf4mxD1u47f2viqA;Théâtre;« Salut ! Nous, c'est les p'tites Leds, et on parle de théâtre. Au programme : découverte ou redécouverte d'auteurs, de metteurs en scènes, de pièces, de concepts, et tout plein d'autres trucs chouettes ! »;
15.0;Lettres et littérature;Moun;https://www.youtube.com/user/SimonPierreMageau;Booktube-science-fiction-écriture;"« J'essaie de faire des critiques littéraires de bonne qualité et avec une bonne régularité. J'y arrive des fois. Des fois non. Et ça s'appelle ""Lire ou ne pas Lire"". »";
12.0;Lettres et littérature;L'Homme Littéraire;https://www.youtube.com/channel/UCkv82c0G9Qn1vUZ2mBcOn4A;Littérature classique-Littérature générale;;Revient sur des figures et des concepts littéraires, et décode des œuvres classiques.
3.0;Lettres et littérature;L’arche;https://www.youtube.com/channel/UC-XaweTnPBhPM-2hbE6xCJQ;Poésie-Histoire de l’écriture;;Raconte les grandes épopées, l'histoire de l'écriture, le monde de l'édition, et la technique poétique.
16.0;Lettres et littérature;Nine Gorman;https://www.youtube.com/user/LesLecturesdeNiNe/featured;Booktube;;"Présente ses lectures du moment et ce qu'elle en a pensé ; des tops 10 / tops 5 assez intéressants : des interviews d'auteurs"
5.0;Lettres et littérature;La brigade du livre;https://www.youtube.com/channel/UCO-YDXoZJNVJFmF1UJ17rEw;Littérature générale;;Aborde plusieurs thèmes transversaux.
2.0;Lettres et littérature;C’est pas un drame;https://www.youtube.com/channel/UCe4hvDqpoxbbDfw0vpEi9Ow;Théâtre;« Les rouages du Théâtre vous échappent ? C'est pas un drame.»;
18.0;Lettres et littérature;Northern Rufio;https://www.youtube.com/channel/UCvFUHbJieL0AzVHHbgfhk7A;Manga;;Etude approfondie du monde du manga.
